NAISTYP_SORT; NAISTYP_C; ART; SISF_NR; VORH
"0022.0000000";"22     ";"K";"0270100";"2"
"0022.0000000";"22     ";"K";"0287300";"2"
"0022.0000000";"22     ";"K";"0292600";"2"
"0022.0000000";"22     ";"K";"0300500";"1"
"0022.0000000";"22     ";"K";"0302400";"2"
"0022.0000000";"22     ";"K";"0316400";"2"
"0022.0000000";"22     ";"K";"0316500";"1"
"0022.0000000";"22     ";"K";"0316800";"2"
"0022.0000000";"22     ";"K";"0325200";"2"
"0022.0000000";"22     ";"K";"0339300";"2"
"0022.0000000";"22     ";"K";"0369100";"0"
"0022.0000000";"22     ";"K";"0372800";"2"
"0022.0000000";"22     ";"K";"0375400";"2"
"0022.0000000";"22     ";"K";"0389800";"2"
"0022.0000000";"22     ";"K";"0411200";"2"
"0022.0000000";"22     ";"K";"0433400";"1"
"0022.0000000";"22     ";"K";"0444100";"2"
"0022.0000000";"22     ";"K";"0451600";"2"
"0022.0000000";"22     ";"M";"1000146";"1"
"0022.0000000";"22     ";"M";"1000375";"1"
"0022.0000000";"22     ";"M";"1000422";"1"
"0022.0000000";"22     ";"M";"1000574";"1"
"0022.0000000";"22     ";"S";"0067700";"0"
"0022.0000000";"22     ";"S";"0116400";"1"
"0022.0000000";"22     ";"S";"0118100";"2"
"0022.0000000";"22     ";"S";"0119700";"1"
"0022.0000000";"22     ";"S";"0121600";"1"
"0022.0000000";"22     ";"S";"0122200";"2"
"0022.0000000";"22     ";"S";"0122400";"0"
"0022.0000000";"22     ";"S";"0133500";"2"
"0022.0000000";"22     ";"S";"0133600";"1"
"0022.0000000";"22     ";"S";"0159000";"2"
"0022.0000000";"22     ";"S";"0174000";"2"
"0022.0000000";"22     ";"S";"0194000";"2"
"0022.0000000";"22     ";"S";"0213300";"2"
"0022.0000000";"22     ";"S";"0224200";"2"
"0022.0000000";"22     ";"S";"0231500";"0"
"0022.0000000";"22     ";"S";"0238100";"2"
"0022.0000000";"22     ";"S";"0243400";"1"
"0022.0000000";"22     ";"S";"0243900";"1"
"0022.0000000";"22     ";"S";"0244200";"1"
"0022.0000000";"22     ";"S";"0346000";"0"
"0022.0000000";"22     ";"S";"0346300";"0"
"0022.0000000";"22     ";"S";"0347800";"1"
"0022.0000000";"22     ";"S";"0349500";"1"
"0022.0000000";"22     ";"S";"0353100";"2"
"0022.0000000";"22     ";"S";"0354400";"2"
"0022.0000000";"22     ";"S";"0368300";"1"
"0022.0000000";"22     ";"S";"0368400";"2"
"0022.0000000";"22     ";"S";"0444300";"2"
"0022.0000000";"22     ";"S";"0444400";"2"
"0022.1000000";"22*    ";"B";"0000100";"3"
"0022.1000000";"22*    ";"B";"0000300";"3"
"0022.1000000";"22*    ";"B";"0000600";"0"
"0022.1000000";"22*    ";"B";"0000700";"3"
"0022.1000000";"22*    ";"B";"0000800";"1"
"0022.1000000";"22*    ";"B";"0006900";"3"
"0022.1000000";"22*    ";"B";"0009500";"3"
"0022.1000000";"22*    ";"B";"0025200";"3"
"0022.1000000";"22*    ";"B";"0025300";"3"
"0022.1000000";"22*    ";"B";"0025400";"0"
"0022.1000000";"22*    ";"B";"0060400";"3"
"0022.1000000";"22*    ";"B";"0096900";"3"
"0022.1000000";"22*    ";"B";"0097800";"3"
"0022.1000000";"22*    ";"B";"0137700";"3"
"0022.1000000";"22*    ";"B";"0165000";"3"
"0022.1000000";"22*    ";"B";"0174200";"1"
"0022.1000000";"22*    ";"B";"0174300";"3"
"0022.1000000";"22*    ";"B";"0213300";"2"
"0022.1000000";"22*    ";"B";"0217500";"3"
"0022.1000000";"22*    ";"B";"0227200";"0"
"0022.1000000";"22*    ";"B";"0231500";"2"
"0022.1000000";"22*    ";"B";"0287100";"1"
"0022.1000000";"22*    ";"B";"0302800";"0"
"0022.1000000";"22*    ";"B";"0305800";"0"
"0022.1000000";"22*    ";"B";"0306100";"0"
"0022.1000000";"22*    ";"B";"0308600";"3"
"0022.1000000";"22*    ";"B";"0317500";"3"
"0022.1000000";"22*    ";"B";"0328400";"3"
"0022.1000000";"22*    ";"B";"0335600";"3"
"0022.1000000";"22*    ";"B";"0335900";"3"
"0022.1000000";"22*    ";"B";"0336000";"3"
"0022.1000000";"22*    ";"B";"0345600";"3"
"0022.1000000";"22*    ";"B";"0346500";"3"
"0022.1000000";"22*    ";"B";"0402200";"3"
"0022.1000000";"22*    ";"B";"0402300";"0"
"0022.1000000";"22*    ";"B";"0413600";"2"
"0022.1000000";"22*    ";"B";"0421400";"2"
"0022.1000000";"22*    ";"B";"0421500";"2"
"0022.1000000";"22*    ";"B";"0422450";"3"
"0022.1000000";"22*    ";"B";"0432800";"3"
"0022.1000000";"22*    ";"B";"0433000";"3"
"0022.1000000";"22*    ";"K";"0006800";"1"
"0022.1000000";"22*    ";"K";"0048200";"1"
"0022.1000000";"22*    ";"K";"0079100";"1"
"0022.1000000";"22*    ";"K";"0128400";"2"
"0022.1000000";"22*    ";"K";"0177700";"2"
"0022.1000000";"22*    ";"K";"0188800";"1"
"0022.1000000";"22*    ";"K";"0194000";"0"
"0022.1000000";"22*    ";"K";"0197500";"1"
"0022.1000000";"22*    ";"K";"0197900";"2"
"0022.1000000";"22*    ";"K";"0225900";"1"
"0022.1000000";"22*    ";"K";"0247300";"2"
"0022.1000000";"22*    ";"K";"0257100";"2"
"0022.1000000";"22*    ";"K";"0259100";"2"
"0022.1000000";"22*    ";"K";"0300500";"1"
"0022.1000000";"22*    ";"K";"0316900";"1"
"0022.1000000";"22*    ";"K";"0332900";"1"
"0022.1000000";"22*    ";"K";"0389800";"2"
"0022.1000000";"22*    ";"K";"0410900";"1"
"0022.1000000";"22*    ";"K";"0411200";"2"
"0022.1000000";"22*    ";"K";"0444100";"2"
"0022.1000000";"22*    ";"S";"0000300";"0"
"0022.1000000";"22*    ";"S";"0121600";"1"
"0022.1000000";"22*    ";"S";"0159000";"2"
"0022.1000000";"22*    ";"S";"0194000";"2"
"0022.1000000";"22*    ";"S";"0213300";"0"
"0022.1000000";"22*    ";"S";"0224200";"2"
"0022.1000000";"22*    ";"S";"0224300";"2"
"0022.1000000";"22*    ";"S";"0238100";"2"
"0022.1000000";"22*    ";"S";"0368300";"1"
"0022.0000100";"22A    ";"B";"0000100";"0"
"0022.0000100";"22A    ";"B";"0000300";"3"
"0022.0000100";"22A    ";"B";"0000600";"3"
"0022.0000100";"22A    ";"B";"0000700";"3"
"0022.0000100";"22A    ";"B";"0000800";"1"
"0022.0000100";"22A    ";"B";"0025200";"0"
"0022.0000100";"22A    ";"B";"0025300";"3"
"0022.0000100";"22A    ";"B";"0025400";"0"
"0022.0000100";"22A    ";"B";"0060400";"3"
"0022.0000100";"22A    ";"B";"0096900";"0"
"0022.0000100";"22A    ";"B";"0097200";"0"
"0022.0000100";"22A    ";"B";"0165000";"3"
"0022.0000100";"22A    ";"B";"0174200";"2"
"0022.0000100";"22A    ";"B";"0217500";"0"
"0022.0000100";"22A    ";"B";"0227200";"0"
"0022.0000100";"22A    ";"B";"0287100";"0"
"0022.0000100";"22A    ";"B";"0302800";"0"
"0022.0000100";"22A    ";"B";"0304900";"0"
"0022.0000100";"22A    ";"B";"0305800";"0"
"0022.0000100";"22A    ";"B";"0306100";"0"
"0022.0000100";"22A    ";"B";"0317100";"0"
"0022.0000100";"22A    ";"B";"0317300";"0"
"0022.0000100";"22A    ";"B";"0317500";"0"
"0022.0000100";"22A    ";"B";"0328400";"3"
"0022.0000100";"22A    ";"B";"0329700";"3"
"0022.0000100";"22A    ";"B";"0335900";"0"
"0022.0000100";"22A    ";"B";"0336000";"0"
"0022.0000100";"22A    ";"B";"0346500";"0"
"0022.0000100";"22A    ";"B";"0362800";"0"
"0022.0000100";"22A    ";"B";"0363700";"3"
"0022.0000100";"22A    ";"B";"0402200";"3"
"0022.0000100";"22A    ";"B";"0402300";"3"
"0022.0000100";"22A    ";"B";"0402500";"0"
"0022.0000100";"22A    ";"B";"0413600";"3"
"0022.0000100";"22A    ";"B";"0421400";"3"
"0022.0000100";"22A    ";"B";"0421500";"2"
"0022.0000100";"22A    ";"B";"0432800";"2"
"0022.0000100";"22A    ";"K";"0003000";"1"
"0022.0000100";"22A    ";"K";"0004895";"0"
"0022.0000100";"22A    ";"K";"0005200";"1"
"0022.0000100";"22A    ";"K";"0006300";"1"
"0022.0000100";"22A    ";"K";"0006800";"1"
"0022.0000100";"22A    ";"K";"0010400";"2"
"0022.0000100";"22A    ";"K";"0024800";"2"
"0022.0000100";"22A    ";"K";"0033600";"2"
"0022.0000100";"22A    ";"K";"0034100";"2"
"0022.0000100";"22A    ";"K";"0048200";"1"
"0022.0000100";"22A    ";"K";"0048300";"1"
"0022.0000100";"22A    ";"K";"0048700";"2"
"0022.0000100";"22A    ";"K";"0049600";"2"
"0022.0000100";"22A    ";"K";"0055700";"1"
"0022.0000100";"22A    ";"K";"0064200";"2"
"0022.0000100";"22A    ";"K";"0079600";"2"
"0022.0000100";"22A    ";"K";"0086100";"2"
"0022.0000100";"22A    ";"K";"0092300";"2"
"0022.0000100";"22A    ";"K";"0094700";"2"
"0022.0000100";"22A    ";"K";"0112500";"2"
"0022.0000100";"22A    ";"K";"0113500";"1"
"0022.0000100";"22A    ";"K";"0114800";"2"
"0022.0000100";"22A    ";"K";"0121100";"2"
"0022.0000100";"22A    ";"K";"0133500";"0"
"0022.0000100";"22A    ";"K";"0134800";"2"
"0022.0000100";"22A    ";"K";"0142600";"2"
"0022.0000100";"22A    ";"K";"0143500";"1"
"0022.0000100";"22A    ";"K";"0148600";"2"
"0022.0000100";"22A    ";"K";"0150600";"2"
"0022.0000100";"22A    ";"K";"0150800";"2"
"0022.0000100";"22A    ";"K";"0159900";"2"
"0022.0000100";"22A    ";"K";"0179300";"2"
"0022.0000100";"22A    ";"K";"0188800";"2"
"0022.0000100";"22A    ";"K";"0189700";"2"
"0022.0000100";"22A    ";"K";"0190500";"2"
"0022.0000100";"22A    ";"K";"0190600";"0"
"0022.0000100";"22A    ";"K";"0193400";"2"
"0022.0000100";"22A    ";"K";"0194000";"2"
"0022.0000100";"22A    ";"K";"0197300";"2"
"0022.0000100";"22A    ";"K";"0207400";"0"
"0022.0000100";"22A    ";"K";"0213700";"2"
"0022.0000100";"22A    ";"K";"0226000";"1"
"0022.0000100";"22A    ";"K";"0231200";"2"
"0022.0000100";"22A    ";"K";"0237100";"2"
"0022.0000100";"22A    ";"K";"0238500";"2"
"0022.0000100";"22A    ";"K";"0242000";"2"
"0022.0000100";"22A    ";"K";"0245500";"2"
"0022.0000100";"22A    ";"K";"0259100";"2"
"0022.0000100";"22A    ";"K";"0259800";"2"
"0022.0000100";"22A    ";"K";"0287300";"2"
"0022.0000100";"22A    ";"K";"0292600";"2"
"0022.0000100";"22A    ";"K";"0295700";"1"
"0022.0000100";"22A    ";"K";"0298400";"2"
"0022.0000100";"22A    ";"K";"0302400";"2"
"0022.0000100";"22A    ";"K";"0313400";"2"
"0022.0000100";"22A    ";"K";"0313700";"2"
"0022.0000100";"22A    ";"K";"0316500";"1"
"0022.0000100";"22A    ";"K";"0325200";"2"
"0022.0000100";"22A    ";"K";"0326000";"2"
"0022.0000100";"22A    ";"K";"0332800";"2"
"0022.0000100";"22A    ";"K";"0332900";"2"
"0022.0000100";"22A    ";"K";"0338200";"2"
"0022.0000100";"22A    ";"K";"0369100";"2"
"0022.0000100";"22A    ";"K";"0375400";"2"
"0022.0000100";"22A    ";"K";"0379300";"2"
"0022.0000100";"22A    ";"K";"0389800";"1"
"0022.0000100";"22A    ";"K";"0406800";"1"
"0022.0000100";"22A    ";"K";"0433400";"2"
"0022.0000100";"22A    ";"K";"0437900";"2"
"0022.0000100";"22A    ";"K";"0444100";"2"
"0022.0000100";"22A    ";"K";"0451600";"2"
"0022.0000100";"22A    ";"M";"1000422";"2"
"0022.0000100";"22A    ";"S";"0121600";"1"
"0022.0000100";"22A    ";"S";"0133500";"2"
"0022.0000100";"22A    ";"S";"0243400";"1"
"0022.0000100";"22A    ";"S";"0243900";"1"
"0022.0000100";"22A    ";"S";"0244200";"1"
"0022.0000100";"22A    ";"S";"0349500";"1"
"0022.0000100";"22A    ";"S";"0354400";"1"
"0022.0000100";"22A    ";"S";"0368300";"1"
"0022.0000100";"22A    ";"S";"0368400";"1"
"0022.0000100";"22A    ";"S";"0444300";"1"
"0022.0000200";"22C    ";"B";"0000100";"0"
"0022.0000200";"22C    ";"B";"0000300";"3"
"0022.0000200";"22C    ";"B";"0000600";"3"
"0022.0000200";"22C    ";"B";"0000700";"3"
"0022.0000200";"22C    ";"B";"0000800";"1"
"0022.0000200";"22C    ";"B";"0025200";"0"
"0022.0000200";"22C    ";"B";"0025300";"3"
"0022.0000200";"22C    ";"B";"0025400";"0"
"0022.0000200";"22C    ";"B";"0060400";"3"
"0022.0000200";"22C    ";"B";"0096900";"3"
"0022.0000200";"22C    ";"B";"0097200";"0"
"0022.0000200";"22C    ";"B";"0165000";"3"
"0022.0000200";"22C    ";"B";"0174200";"2"
"0022.0000200";"22C    ";"B";"0217500";"0"
"0022.0000200";"22C    ";"B";"0227200";"0"
"0022.0000200";"22C    ";"B";"0287100";"0"
"0022.0000200";"22C    ";"B";"0302800";"0"
"0022.0000200";"22C    ";"B";"0304900";"0"
"0022.0000200";"22C    ";"B";"0305800";"0"
"0022.0000200";"22C    ";"B";"0306100";"0"
"0022.0000200";"22C    ";"B";"0317100";"0"
"0022.0000200";"22C    ";"B";"0317300";"0"
"0022.0000200";"22C    ";"B";"0317500";"0"
"0022.0000200";"22C    ";"B";"0328400";"3"
"0022.0000200";"22C    ";"B";"0329700";"3"
"0022.0000200";"22C    ";"B";"0335900";"0"
"0022.0000200";"22C    ";"B";"0336000";"0"
"0022.0000200";"22C    ";"B";"0336100";"0"
"0022.0000200";"22C    ";"B";"0346500";"0"
"0022.0000200";"22C    ";"B";"0362800";"0"
"0022.0000200";"22C    ";"B";"0363700";"3"
"0022.0000200";"22C    ";"B";"0402200";"3"
"0022.0000200";"22C    ";"B";"0402300";"3"
"0022.0000200";"22C    ";"B";"0402500";"0"
"0022.0000200";"22C    ";"B";"0413600";"3"
"0022.0000200";"22C    ";"B";"0421400";"3"
"0022.0000200";"22C    ";"B";"0421500";"2"
"0022.0000200";"22C    ";"B";"0432800";"2"
"0022.0000200";"22C    ";"K";"0003000";"1"
"0022.0000200";"22C    ";"K";"0005200";"2"
"0022.0000200";"22C    ";"K";"0006300";"1"
"0022.0000200";"22C    ";"K";"0006800";"1"
"0022.0000200";"22C    ";"K";"0010400";"2"
"0022.0000200";"22C    ";"K";"0024800";"1"
"0022.0000200";"22C    ";"K";"0033600";"2"
"0022.0000200";"22C    ";"K";"0034100";"2"
"0022.0000200";"22C    ";"K";"0048200";"1"
"0022.0000200";"22C    ";"K";"0048300";"2"
"0022.0000200";"22C    ";"K";"0048700";"2"
"0022.0000200";"22C    ";"K";"0049600";"2"
"0022.0000200";"22C    ";"K";"0055700";"1"
"0022.0000200";"22C    ";"K";"0064200";"2"
"0022.0000200";"22C    ";"K";"0078800";"1"
"0022.0000200";"22C    ";"K";"0079600";"1"
"0022.0000200";"22C    ";"K";"0086100";"2"
"0022.0000200";"22C    ";"K";"0092300";"2"
"0022.0000200";"22C    ";"K";"0094700";"1"
"0022.0000200";"22C    ";"K";"0112500";"2"
"0022.0000200";"22C    ";"K";"0113500";"2"
"0022.0000200";"22C    ";"K";"0114800";"2"
"0022.0000200";"22C    ";"K";"0121100";"1"
"0022.0000200";"22C    ";"K";"0133500";"0"
"0022.0000200";"22C    ";"K";"0134800";"2"
"0022.0000200";"22C    ";"K";"0143500";"1"
"0022.0000200";"22C    ";"K";"0148600";"2"
"0022.0000200";"22C    ";"K";"0150600";"2"
"0022.0000200";"22C    ";"K";"0150800";"2"
"0022.0000200";"22C    ";"K";"0159900";"1"
"0022.0000200";"22C    ";"K";"0167400";"2"
"0022.0000200";"22C    ";"K";"0173800";"2"
"0022.0000200";"22C    ";"K";"0179300";"1"
"0022.0000200";"22C    ";"K";"0188800";"2"
"0022.0000200";"22C    ";"K";"0189700";"2"
"0022.0000200";"22C    ";"K";"0190500";"2"
"0022.0000200";"22C    ";"K";"0190600";"0"
"0022.0000200";"22C    ";"K";"0194000";"0"
"0022.0000200";"22C    ";"K";"0197300";"1"
"0022.0000200";"22C    ";"K";"0197900";"2"
"0022.0000200";"22C    ";"K";"0213700";"2"
"0022.0000200";"22C    ";"K";"0226000";"1"
"0022.0000200";"22C    ";"K";"0231195";"0"
"0022.0000200";"22C    ";"K";"0231200";"2"
"0022.0000200";"22C    ";"K";"0237100";"1"
"0022.0000200";"22C    ";"K";"0238500";"2"
"0022.0000200";"22C    ";"K";"0242000";"2"
"0022.0000200";"22C    ";"K";"0245500";"2"
"0022.0000200";"22C    ";"K";"0251400";"2"
"0022.0000200";"22C    ";"K";"0259100";"1"
"0022.0000200";"22C    ";"K";"0259800";"2"
"0022.0000200";"22C    ";"K";"0270100";"2"
"0022.0000200";"22C    ";"K";"0287300";"2"
"0022.0000200";"22C    ";"K";"0292600";"2"
"0022.0000200";"22C    ";"K";"0295700";"2"
"0022.0000200";"22C    ";"K";"0302400";"1"
"0022.0000200";"22C    ";"K";"0313400";"2"
"0022.0000200";"22C    ";"K";"0313700";"2"
"0022.0000200";"22C    ";"K";"0316500";"2"
"0022.0000200";"22C    ";"K";"0325200";"2"
"0022.0000200";"22C    ";"K";"0326000";"1"
"0022.0000200";"22C    ";"K";"0332800";"2"
"0022.0000200";"22C    ";"K";"0332900";"2"
"0022.0000200";"22C    ";"K";"0338200";"1"
"0022.0000200";"22C    ";"K";"0339300";"2"
"0022.0000200";"22C    ";"K";"0369100";"2"
"0022.0000200";"22C    ";"K";"0379300";"1"
"0022.0000200";"22C    ";"K";"0389800";"2"
"0022.0000200";"22C    ";"K";"0394900";"2"
"0022.0000200";"22C    ";"K";"0406800";"2"
"0022.0000200";"22C    ";"K";"0411200";"2"
"0022.0000200";"22C    ";"K";"0433400";"2"
"0022.0000200";"22C    ";"K";"0444100";"2"
"0022.0000200";"22C    ";"K";"0451600";"1"
"0022.0000200";"22C    ";"M";"1000422";"2"
"0022.0000200";"22C    ";"S";"0116400";"1"
"0022.0000200";"22C    ";"S";"0121600";"1"
"0022.0000200";"22C    ";"S";"0122200";"2"
"0022.0000200";"22C    ";"S";"0133500";"2"
"0022.0000200";"22C    ";"S";"0133600";"1"
"0022.0000200";"22C    ";"S";"0194000";"2"
"0022.0000200";"22C    ";"S";"0243400";"1"
"0022.0000200";"22C    ";"S";"0243900";"1"
"0022.0000200";"22C    ";"S";"0244200";"1"
"0022.0000200";"22C    ";"S";"0349500";"1"
"0022.0000200";"22C    ";"S";"0354400";"1"
"0022.0000200";"22C    ";"S";"0368300";"1"
"0022.0000200";"22C    ";"S";"0368400";"1"
"0022.0000030";"22Fe   ";"B";"0000100";"0"
"0022.0000030";"22Fe   ";"B";"0000300";"3"
"0022.0000030";"22Fe   ";"B";"0000600";"3"
"0022.0000030";"22Fe   ";"B";"0000700";"3"
"0022.0000030";"22Fe   ";"B";"0000800";"1"
"0022.0000030";"22Fe   ";"B";"0025200";"0"
"0022.0000030";"22Fe   ";"B";"0025300";"3"
"0022.0000030";"22Fe   ";"B";"0025400";"0"
"0022.0000030";"22Fe   ";"B";"0060400";"3"
"0022.0000030";"22Fe   ";"B";"0096900";"3"
"0022.0000030";"22Fe   ";"B";"0097200";"0"
"0022.0000030";"22Fe   ";"B";"0165000";"3"
"0022.0000030";"22Fe   ";"B";"0174200";"2"
"0022.0000030";"22Fe   ";"B";"0217500";"0"
"0022.0000030";"22Fe   ";"B";"0227200";"0"
"0022.0000030";"22Fe   ";"B";"0287100";"0"
"0022.0000030";"22Fe   ";"B";"0302800";"0"
"0022.0000030";"22Fe   ";"B";"0304900";"0"
"0022.0000030";"22Fe   ";"B";"0305800";"0"
"0022.0000030";"22Fe   ";"B";"0306100";"0"
"0022.0000030";"22Fe   ";"B";"0317100";"0"
"0022.0000030";"22Fe   ";"B";"0317300";"0"
"0022.0000030";"22Fe   ";"B";"0317500";"0"
"0022.0000030";"22Fe   ";"B";"0328400";"3"
"0022.0000030";"22Fe   ";"B";"0335900";"0"
"0022.0000030";"22Fe   ";"B";"0336000";"0"
"0022.0000030";"22Fe   ";"B";"0336100";"0"
"0022.0000030";"22Fe   ";"B";"0346500";"0"
"0022.0000030";"22Fe   ";"B";"0362800";"0"
"0022.0000030";"22Fe   ";"B";"0363700";"3"
"0022.0000030";"22Fe   ";"B";"0402200";"3"
"0022.0000030";"22Fe   ";"B";"0402300";"3"
"0022.0000030";"22Fe   ";"B";"0402500";"0"
"0022.0000030";"22Fe   ";"B";"0413600";"3"
"0022.0000030";"22Fe   ";"B";"0421400";"3"
"0022.0000030";"22Fe   ";"B";"0421500";"2"
"0022.0000030";"22Fe   ";"B";"0432800";"2"
"0022.0000030";"22Fe   ";"K";"0003000";"2"
"0022.0000030";"22Fe   ";"K";"0005200";"2"
"0022.0000030";"22Fe   ";"K";"0005500";"2"
"0022.0000030";"22Fe   ";"K";"0006300";"2"
"0022.0000030";"22Fe   ";"K";"0006800";"2"
"0022.0000030";"22Fe   ";"K";"0010400";"0"
"0022.0000030";"22Fe   ";"K";"0048300";"2"
"0022.0000030";"22Fe   ";"K";"0048700";"2"
"0022.0000030";"22Fe   ";"K";"0051400";"1"
"0022.0000030";"22Fe   ";"K";"0051500";"1"
"0022.0000030";"22Fe   ";"K";"0055700";"2"
"0022.0000030";"22Fe   ";"K";"0064200";"2"
"0022.0000030";"22Fe   ";"K";"0078800";"2"
"0022.0000030";"22Fe   ";"K";"0079600";"2"
"0022.0000030";"22Fe   ";"K";"0094700";"0"
"0022.0000030";"22Fe   ";"K";"0112500";"2"
"0022.0000030";"22Fe   ";"K";"0130700";"2"
"0022.0000030";"22Fe   ";"K";"0133500";"0"
"0022.0000030";"22Fe   ";"K";"0143100";"2"
"0022.0000030";"22Fe   ";"K";"0143300";"2"
"0022.0000030";"22Fe   ";"K";"0143500";"1"
"0022.0000030";"22Fe   ";"K";"0148600";"2"
"0022.0000030";"22Fe   ";"K";"0159900";"2"
"0022.0000030";"22Fe   ";"K";"0165800";"2"
"0022.0000030";"22Fe   ";"K";"0179300";"2"
"0022.0000030";"22Fe   ";"K";"0188800";"1"
"0022.0000030";"22Fe   ";"K";"0189700";"2"
"0022.0000030";"22Fe   ";"K";"0193400";"2"
"0022.0000030";"22Fe   ";"K";"0193500";"1"
"0022.0000030";"22Fe   ";"K";"0194000";"0"
"0022.0000030";"22Fe   ";"K";"0197300";"2"
"0022.0000030";"22Fe   ";"K";"0197900";"2"
"0022.0000030";"22Fe   ";"K";"0206300";"0"
"0022.0000030";"22Fe   ";"K";"0206400";"2"
"0022.0000030";"22Fe   ";"K";"0207400";"2"
"0022.0000030";"22Fe   ";"K";"0213700";"1"
"0022.0000030";"22Fe   ";"K";"0221500";"2"
"0022.0000030";"22Fe   ";"K";"0226000";"2"
"0022.0000030";"22Fe   ";"K";"0231200";"2"
"0022.0000030";"22Fe   ";"K";"0238500";"2"
"0022.0000030";"22Fe   ";"K";"0245500";"1"
"0022.0000030";"22Fe   ";"K";"0251400";"2"
"0022.0000030";"22Fe   ";"K";"0259100";"1"
"0022.0000030";"22Fe   ";"K";"0259800";"0"
"0022.0000030";"22Fe   ";"K";"0262900";"1"
"0022.0000030";"22Fe   ";"K";"0265700";"2"
"0022.0000030";"22Fe   ";"K";"0270100";"2"
"0022.0000030";"22Fe   ";"K";"0287300";"2"
"0022.0000030";"22Fe   ";"K";"0292600";"2"
"0022.0000030";"22Fe   ";"K";"0300500";"1"
"0022.0000030";"22Fe   ";"K";"0302400";"2"
"0022.0000030";"22Fe   ";"K";"0316400";"2"
"0022.0000030";"22Fe   ";"K";"0316500";"1"
"0022.0000030";"22Fe   ";"K";"0316800";"2"
"0022.0000030";"22Fe   ";"K";"0325200";"2"
"0022.0000030";"22Fe   ";"K";"0339300";"2"
"0022.0000030";"22Fe   ";"K";"0369100";"0"
"0022.0000030";"22Fe   ";"K";"0372800";"2"
"0022.0000030";"22Fe   ";"K";"0375400";"2"
"0022.0000030";"22Fe   ";"K";"0389800";"2"
"0022.0000030";"22Fe   ";"K";"0411200";"2"
"0022.0000030";"22Fe   ";"K";"0433400";"1"
"0022.0000030";"22Fe   ";"K";"0444100";"2"
"0022.0000030";"22Fe   ";"K";"0451600";"2"
"0022.0000030";"22Fe   ";"M";"1000146";"1"
"0022.0000030";"22Fe   ";"M";"1000375";"1"
"0022.0000030";"22Fe   ";"M";"1000422";"1"
"0022.0000030";"22Fe   ";"M";"1000574";"1"
"0022.0000030";"22Fe   ";"S";"0067700";"0"
"0022.0000030";"22Fe   ";"S";"0116400";"1"
"0022.0000030";"22Fe   ";"S";"0118100";"2"
"0022.0000030";"22Fe   ";"S";"0119700";"1"
"0022.0000030";"22Fe   ";"S";"0121600";"1"
"0022.0000030";"22Fe   ";"S";"0122200";"2"
"0022.0000030";"22Fe   ";"S";"0122400";"0"
"0022.0000030";"22Fe   ";"S";"0133500";"2"
"0022.0000030";"22Fe   ";"S";"0133600";"1"
"0022.0000030";"22Fe   ";"S";"0159000";"2"
"0022.0000030";"22Fe   ";"S";"0174000";"2"
"0022.0000030";"22Fe   ";"S";"0194000";"2"
"0022.0000030";"22Fe   ";"S";"0213300";"2"
"0022.0000030";"22Fe   ";"S";"0224200";"2"
"0022.0000030";"22Fe   ";"S";"0231500";"0"
"0022.0000030";"22Fe   ";"S";"0238100";"2"
"0022.0000030";"22Fe   ";"S";"0243400";"1"
"0022.0000030";"22Fe   ";"S";"0243900";"1"
"0022.0000030";"22Fe   ";"S";"0244200";"1"
"0022.0000030";"22Fe   ";"S";"0346000";"0"
"0022.0000030";"22Fe   ";"S";"0346300";"0"
"0022.0000030";"22Fe   ";"S";"0347800";"1"
"0022.0000030";"22Fe   ";"S";"0349500";"1"
"0022.0000030";"22Fe   ";"S";"0353100";"2"
"0022.0000030";"22Fe   ";"S";"0354400";"2"
"0022.0000030";"22Fe   ";"S";"0368300";"1"
"0022.0000030";"22Fe   ";"S";"0368400";"2"
"0022.0000030";"22Fe   ";"S";"0444300";"2"
"0022.0000030";"22Fe   ";"S";"0444400";"2"
"0023.0000000";"23     ";"B";"0000100";"3"
"0023.0000000";"23     ";"B";"0000300";"0"
"0023.0000000";"23     ";"B";"0000600";"3"
"0023.0000000";"23     ";"B";"0000700";"3"
"0023.0000000";"23     ";"B";"0000800";"1"
"0023.0000000";"23     ";"B";"0025200";"0"
"0023.0000000";"23     ";"B";"0025300";"0"
"0023.0000000";"23     ";"B";"0025400";"0"
"0023.0000000";"23     ";"B";"0060400";"3"
"0023.0000000";"23     ";"B";"0096900";"0"
"0023.0000000";"23     ";"B";"0097200";"0"
"0023.0000000";"23     ";"B";"0165000";"0"
"0023.0000000";"23     ";"B";"0174200";"3"
"0023.0000000";"23     ";"B";"0217500";"0"
"0023.0000000";"23     ";"B";"0227200";"0"
"0023.0000000";"23     ";"B";"0287100";"0"
"0023.0000000";"23     ";"B";"0302800";"3"
"0023.0000000";"23     ";"B";"0304900";"0"
"0023.0000000";"23     ";"B";"0305800";"0"
"0023.0000000";"23     ";"B";"0306100";"0"
"0023.0000000";"23     ";"B";"0317100";"0"
"0023.0000000";"23     ";"B";"0317300";"0"
"0023.0000000";"23     ";"B";"0317500";"3"
"0023.0000000";"23     ";"B";"0328400";"0"
"0023.0000000";"23     ";"B";"0335900";"0"
"0023.0000000";"23     ";"B";"0336000";"0"
"0023.0000000";"23     ";"B";"0336100";"0"
"0023.0000000";"23     ";"B";"0346500";"0"
"0023.0000000";"23     ";"B";"0362800";"0"
