REGION; NAISTYP_SORT; NAISTYP; SISF_NR; VORH; QUELLE_BA
"m";"0025.0170001";"25au med";"0000100";"c";"GC MF"
"m";"0025.0170001";"25au med";"0000300";"b";"GC MF"
"m";"0025.0170001";"25au med";"0000700";"c";"GC MF"
"m";"0025.0170001";"25au med";"0000800";"c";"GC MF"
"m";"0025.0170001";"25au med";"0009500";"b";"GC MF"
"m";"0025.0170001";"25au med";"0060400";"c";"GC MF"
"m";"0025.0170001";"25au med";"0096900";"c";"GC MF"
"m";"0025.0170001";"25au med";"0097200";"b";"GC MF"
"m";"0025.0170001";"25au med";"0113399";"c";"GC MF"
"m";"0025.0170001";"25au med";"0137700";"b";"GC MF"
"m";"0025.0170001";"25au med";"0165000";"c";"GC MF"
"m";"0025.0170001";"25au med";"0172200";"c";"GC MF"
"m";"0025.0170001";"25au med";"0174200";"b";"GC MF"
"m";"0025.0170001";"25au med";"0213300";"b";"GC MF"
"m";"0025.0170001";"25au med";"0217500";"b";"GC MF"
"m";"0025.0170001";"25au med";"0231500";"a";"GC MF"
"m";"0025.0170001";"25au med";"0238050";"c";"GC MF"
"m";"0025.0170001";"25au med";"0252900";"c";"GC MF"
"m";"0025.0170001";"25au med";"0287100";"b";"GC MF"
"m";"0025.0170001";"25au med";"0317500";"c";"GC MF"
"m";"0025.0170001";"25au med";"0328400";"b";"GC MF"
"m";"0025.0170001";"25au med";"0330600";"c";"GC MF"
"m";"0025.0170001";"25au med";"0335600";"c";"GC MF"
"m";"0025.0170001";"25au med";"0335900";"a";"GC MF"
"m";"0025.0170001";"25au med";"0336000";"c";"GC MF"
"m";"0025.0170001";"25au med";"0336100";"c";"GC MF"
"m";"0025.0170001";"25au med";"0336200";"b";"GC MF"
"m";"0025.0170001";"25au med";"0346500";"b";"GC MF"
"m";"0025.0170001";"25au med";"0363700";"c";"GC MF"
"m";"0025.0170001";"25au med";"0402200";"b";"GC MF"
"m";"0025.0170001";"25au med";"0402300";"c";"GC MF"
"m";"0025.0170001";"25au med";"0413600";"c";"GC MF"
"m";"0025.0170001";"25au med";"0421400";"b";"GC MF"
"m";"0025.0170001";"25au med";"0421500";"c";"GC MF"
"m";"0025.0170001";"25au med";"0422450";"b";"GC MF"
"m";"0025.0170001";"25au med";"0432800";"c";"GC MF"
"m";"0025.0170001";"25au med";"0433000";"c";"GC MF"
"m";"0027.0000001";"27 med";"0000100";"c";"GC MF"
"m";"0027.0000001";"27 med";"0000300";"c";"GC MF"
"m";"0027.0000001";"27 med";"0000700";"c";"GC MF"
"m";"0027.0000001";"27 med";"0000800";"b";"GC MF"
"m";"0027.0000001";"27 med";"0025200";"b";"GC MF"
"m";"0027.0000001";"27 med";"0060400";"c";"GC MF"
"m";"0027.0000001";"27 med";"0113399";"b";"GC MF"
"m";"0027.0000001";"27 med";"0165000";"c";"GC MF"
"m";"0027.0000001";"27 med";"0172200";"c";"GC MF"
"m";"0027.0000001";"27 med";"0174200";"b";"GC MF"
"m";"0027.0000001";"27 med";"0174300";"c";"GC MF"
"m";"0027.0000001";"27 med";"0213300";"a";"GC MF"
"m";"0027.0000001";"27 med";"0217500";"c";"GC MF"
"m";"0027.0000001";"27 med";"0231500";"b";"GC MF"
"m";"0027.0000001";"27 med";"0308600";"c";"GC MF"
"m";"0027.0000001";"27 med";"0317300";"c";"GC MF"
"m";"0027.0000001";"27 med";"0328400";"c";"GC MF"
"m";"0027.0000001";"27 med";"0329700";"c";"GC MF"
"m";"0027.0000001";"27 med";"0335900";"c";"GC MF"
"m";"0027.0000001";"27 med";"0336100";"b";"GC MF"
"m";"0027.0000001";"27 med";"0336200";"c";"GC MF"
"m";"0027.0000001";"27 med";"0346500";"c";"GC MF"
"m";"0027.0000001";"27 med";"0362800";"c";"GC MF"
"m";"0027.0000001";"27 med";"0363700";"c";"GC MF"
"m";"0027.0000001";"27 med";"0364000";"c";"GC MF"
"m";"0027.0000001";"27 med";"0365800";"c";"GC MF"
"m";"0027.0000001";"27 med";"0402300";"c";"GC MF"
"m";"0027.0000001";"27 med";"0413600";"b";"GC MF"
"m";"0027.0000001";"27 med";"0421400";"b";"GC MF"
"m";"0027.0000001";"27 med";"0422450";"b";"GC MF"
"m";"0027.0000001";"27 med";"0432800";"c";"GC MF"
"m";"0027.0000001";"27 med";"0433000";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0000100";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0000300";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0000700";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0000800";"b";"GC MF"
"m";"0027.0001701";"27Omed";"0025200";"b";"GC MF"
"m";"0027.0001701";"27Omed";"0060400";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0097200";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0113399";"b";"GC MF"
"m";"0027.0001701";"27Omed";"0174200";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0213300";"a";"GC MF"
"m";"0027.0001701";"27Omed";"0217500";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0231500";"a";"GC MF"
"m";"0027.0001701";"27Omed";"0238050";"b";"GC MF"
"m";"0027.0001701";"27Omed";"0308600";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0317300";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0328400";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0329700";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0335900";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0336100";"b";"GC MF"
"m";"0027.0001701";"27Omed";"0336200";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0346500";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0362800";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0363700";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0365800";"c";"GC MF"
"m";"0027.0001701";"27Omed";"0402300";"b";"GC MF"
"m";"0027.0001701";"27Omed";"0413600";"b";"GC MF"
"m";"0027.0001701";"27Omed";"0421400";"b";"GC MF"
"m";"0027.0001701";"27Omed";"0422450";"b";"GC MF"
"m";"0027.0001701";"27Omed";"0432800";"c";"GC MF"
"m";"0028.0000001";"28 med";"0000100";"c";"GC MF"
"m";"0028.0000001";"28 med";"0000300";"c";"GC MF"
"m";"0028.0000001";"28 med";"0000700";"c";"GC MF"
"m";"0028.0000001";"28 med";"0000800";"b";"GC MF"
"m";"0028.0000001";"28 med";"0025200";"c";"GC MF"
"m";"0028.0000001";"28 med";"0096900";"c";"GC MF"
"m";"0028.0000001";"28 med";"0174200";"b";"GC MF"
"m";"0028.0000001";"28 med";"0213300";"c";"GC MF"
"m";"0028.0000001";"28 med";"0217500";"b";"GC MF"
"m";"0028.0000001";"28 med";"0231500";"b";"GC MF"
"m";"0028.0000001";"28 med";"0238050";"b";"GC MF"
"m";"0028.0000001";"28 med";"0287100";"b";"GC MF"
"m";"0028.0000001";"28 med";"0308600";"c";"GC MF"
"m";"0028.0000001";"28 med";"0317100";"c";"GC MF"
"m";"0028.0000001";"28 med";"0317300";"b";"GC MF"
"m";"0028.0000001";"28 med";"0317500";"c";"GC MF"
"m";"0028.0000001";"28 med";"0328400";"b";"GC MF"
"m";"0028.0000001";"28 med";"0335300";"c";"GC MF"
"m";"0028.0000001";"28 med";"0335600";"c";"GC MF"
"m";"0028.0000001";"28 med";"0335900";"c";"GC MF"
"m";"0028.0000001";"28 med";"0336100";"b";"GC MF"
"m";"0028.0000001";"28 med";"0336200";"b";"GC MF"
"m";"0028.0000001";"28 med";"0346500";"b";"GC MF"
"m";"0028.0000001";"28 med";"0362800";"c";"GC MF"
"m";"0028.0000001";"28 med";"0363700";"c";"GC MF"
"m";"0028.0000001";"28 med";"0363900";"c";"GC MF"
"m";"0028.0000001";"28 med";"0364000";"c";"GC MF"
"m";"0028.0000001";"28 med";"0402200";"c";"GC MF"
"m";"0028.0000001";"28 med";"0413600";"c";"GC MF"
"m";"0028.0000001";"28 med";"0421400";"c";"GC MF"
"m";"0028.0000001";"28 med";"0421500";"b";"GC MF"
"m";"0028.0000001";"28 med";"0422450";"b";"GC MF"
"m";"0028.0000001";"28 med";"0432800";"b";"GC MF"
"m";"0028.0000001";"28 med";"0433000";"c";"GC MF"
"m";"0030.0000001";"30 med";"0000100";"c";"GC MF"
"m";"0030.0000001";"30 med";"0000300";"c";"GC MF"
"m";"0030.0000001";"30 med";"0000700";"c";"GC MF"
"m";"0030.0000001";"30 med";"0000800";"b";"GC MF"
"m";"0030.0000001";"30 med";"0025200";"b";"GC MF"
"m";"0030.0000001";"30 med";"0060400";"c";"GC MF"
"m";"0030.0000001";"30 med";"0113399";"b";"GC MF"
"m";"0030.0000001";"30 med";"0165000";"c";"GC MF"
"m";"0030.0000001";"30 med";"0174200";"b";"GC MF"
"m";"0030.0000001";"30 med";"0174300";"c";"GC MF"
"m";"0030.0000001";"30 med";"0213300";"a";"GC MF"
"m";"0030.0000001";"30 med";"0217500";"c";"GC MF"
"m";"0030.0000001";"30 med";"0231500";"b";"GC MF"
"m";"0030.0000001";"30 med";"0308600";"c";"GC MF"
"m";"0030.0000001";"30 med";"0317300";"c";"GC MF"
"m";"0030.0000001";"30 med";"0328400";"b";"GC MF"
"m";"0030.0000001";"30 med";"0329700";"c";"GC MF"
"m";"0030.0000001";"30 med";"0335900";"c";"GC MF"
"m";"0030.0000001";"30 med";"0336100";"b";"GC MF"
"m";"0030.0000001";"30 med";"0336200";"c";"GC MF"
"m";"0030.0000001";"30 med";"0346500";"c";"GC MF"
"m";"0030.0000001";"30 med";"0362800";"c";"GC MF"
"m";"0030.0000001";"30 med";"0363700";"c";"GC MF"
"m";"0030.0000001";"30 med";"0365800";"c";"GC MF"
"m";"0030.0000001";"30 med";"0402300";"c";"GC MF"
"m";"0030.0000001";"30 med";"0413600";"b";"GC MF"
"m";"0030.0000001";"30 med";"0421400";"b";"GC MF"
"m";"0030.0000001";"30 med";"0422450";"b";"GC MF"
"m";"0030.0000001";"30 med";"0432800";"c";"GC MF"
"m";"0030.0000001";"30 med";"0433000";"c";"GC MF"
"m";"0031.0000001";"31 med";"0000700";"c";"GC MF"
"m";"0031.0000001";"31 med";"0025200";"c";"GC MF"
"m";"0031.0000001";"31 med";"0025300";"c";"GC MF"
"m";"0031.0000001";"31 med";"0174200";"b";"GC MF"
"m";"0031.0000001";"31 med";"0217500";"c";"GC MF"
"m";"0031.0000001";"31 med";"0231500";"b";"GC MF"
"m";"0031.0000001";"31 med";"0238050";"c";"GC MF"
"m";"0031.0000001";"31 med";"0308600";"c";"GC MF"
"m";"0031.0000001";"31 med";"0317100";"c";"GC MF"
"m";"0031.0000001";"31 med";"0317300";"c";"GC MF"
"m";"0031.0000001";"31 med";"0335900";"c";"GC MF"
"m";"0031.0000001";"31 med";"0336100";"c";"GC MF"
"m";"0031.0000001";"31 med";"0336200";"c";"GC MF"
"m";"0031.0000001";"31 med";"0346500";"c";"GC MF"
"m";"0031.0000001";"31 med";"0362800";"b";"GC MF"
"m";"0031.0000001";"31 med";"0363700";"b";"GC MF"
"m";"0031.0000001";"31 med";"0363900";"c";"GC MF"
"m";"0031.0000001";"31 med";"0364000";"b";"GC MF"
"m";"0031.0000001";"31 med";"0421400";"c";"GC MF"
"m";"0031.0000001";"31 med";"0422450";"b";"GC MF"
"m";"0031.0000001";"31 med";"0432800";"c";"GC MF"
"m";"0031.0000001";"31 med";"0433000";"c";"GC MF"
"m";"0032.0000201";"32C med";"0000800";"c";"GC MF"
"m";"0032.0000201";"32C med";"0009500";"b";"GC MF"
"m";"0032.0000201";"32C med";"0025300";"c";"GC MF"
"m";"0032.0000201";"32C med";"0174200";"b";"GC MF"
"m";"0032.0000201";"32C med";"0174300";"c";"GC MF"
"m";"0032.0000201";"32C med";"0217500";"b";"GC MF"
"m";"0032.0000201";"32C med";"0231500";"b";"GC MF"
"m";"0032.0000201";"32C med";"0328400";"b";"GC MF"
"m";"0032.0000201";"32C med";"0335600";" ";"GC MF"
"m";"0032.0000201";"32C med";"0336100";"c";"GC MF"
"m";"0032.0000201";"32C med";"0336200";"c";"GC MF"
"m";"0032.0000201";"32C med";"0346500";"c";"GC MF"
"m";"0032.0000201";"32C med";"0362800";"c";"GC MF"
"m";"0032.0000201";"32C med";"0363700";"c";"GC MF"
"m";"0032.0000201";"32C med";"0363900";"c";"GC MF"
"m";"0032.0000201";"32C med";"0402200";"c";"GC MF"
"m";"0032.0000201";"32C med";"0432800";"c";"GC MF"
"m";"0033.0010001";"33a med";"0000100";"c";"GC MF"
"m";"0033.0010001";"33a med";"0000300";"b";"GC MF"
"m";"0033.0010001";"33a med";"0000700";"c";"GC MF"
"m";"0033.0010001";"33a med";"0009500";"c";"GC MF"
"m";"0033.0010001";"33a med";"0060400";"c";"GC MF"
"m";"0033.0010001";"33a med";"0096900";"c";"GC MF"
"m";"0033.0010001";"33a med";"0097200";"b";"GC MF"
"m";"0033.0010001";"33a med";"0113399";"b";"GC MF"
"m";"0033.0010001";"33a med";"0137700";"c";"GC MF"
"m";"0033.0010001";"33a med";"0165000";"c";"GC MF"
"m";"0033.0010001";"33a med";"0174200";"c";"GC MF"
"m";"0033.0010001";"33a med";"0213300";"a";"GC MF"
"m";"0033.0010001";"33a med";"0231500";"b";"GC MF"
"m";"0033.0010001";"33a med";"0317500";"c";"GC MF"
"m";"0033.0010001";"33a med";"0328400";"c";"GC MF"
"m";"0033.0010001";"33a med";"0330200";"b";"GC MF"
"m";"0033.0010001";"33a med";"0330600";"c";"GC MF"
"m";"0033.0010001";"33a med";"0335600";"b";"GC MF"
"m";"0033.0010001";"33a med";"0335900";"b";"GC MF"
"m";"0033.0010001";"33a med";"0336000";"c";"GC MF"
"m";"0033.0010001";"33a med";"0336100";"c";"GC MF"
"m";"0033.0010001";"33a med";"0336200";"b";"GC MF"
"m";"0033.0010001";"33a med";"0346500";"b";"GC MF"
"m";"0033.0010001";"33a med";"0363700";"c";"GC MF"
"m";"0033.0010001";"33a med";"0402200";"b";"GC MF"
"m";"0033.0010001";"33a med";"0413600";"b";"GC MF"
"m";"0033.0010001";"33a med";"0421400";"b";"GC MF"
"m";"0033.0010001";"33a med";"0422450";"b";"GC MF"
"m";"0033.0020001";"33b med";"0000100";"c";"GC MF"
"m";"0033.0020001";"33b med";"0000300";"b";"GC MF"
"m";"0033.0020001";"33b med";"0000700";"c";"GC MF"
"m";"0033.0020001";"33b med";"0000800";"b";"GC MF"
"m";"0033.0020001";"33b med";"0006900";"c";"GC MF"
"m";"0033.0020001";"33b med";"0009500";"b";"GC MF"
"m";"0033.0020001";"33b med";"0025200";"c";"GC MF"
"m";"0033.0020001";"33b med";"0060400";"c";"GC MF"
"m";"0033.0020001";"33b med";"0096900";"c";"GC MF"
"m";"0033.0020001";"33b med";"0097200";"b";"GC MF"
"m";"0033.0020001";"33b med";"0097800";"c";"GC MF"
"m";"0033.0020001";"33b med";"0113399";"b";"GC MF"
"m";"0033.0020001";"33b med";"0137700";"b";"GC MF"
"m";"0033.0020001";"33b med";"0165000";"c";"GC MF"
"m";"0033.0020001";"33b med";"0172200";"c";"GC MF"
"m";"0033.0020001";"33b med";"0174200";"b";"GC MF"
"m";"0033.0020001";"33b med";"0174300";"b";"GC MF"
"m";"0033.0020001";"33b med";"0213300";"a";"GC MF"
"m";"0033.0020001";"33b med";"0217500";"b";"GC MF"
"m";"0033.0020001";"33b med";"0231500";"a";"GC MF"
"m";"0033.0020001";"33b med";"0238050";"c";"GC MF"
"m";"0033.0020001";"33b med";"0252900";"c";"GC MF"
"m";"0033.0020001";"33b med";"0287100";"b";"GC MF"
"m";"0033.0020001";"33b med";"0317500";"c";"GC MF"
"m";"0033.0020001";"33b med";"0328400";"b";"GC MF"
"m";"0033.0020001";"33b med";"0330200";"c";"GC MF"
"m";"0033.0020001";"33b med";"0335600";"b";"GC MF"
"m";"0033.0020001";"33b med";"0335900";"b";"GC MF"
"m";"0033.0020001";"33b med";"0336000";"c";"GC MF"
"m";"0033.0020001";"33b med";"0336100";"c";"GC MF"
"m";"0033.0020001";"33b med";"0336200";"c";"GC MF"
"m";"0033.0020001";"33b med";"0346500";"b";"GC MF"
"m";"0033.0020001";"33b med";"0363700";"c";"GC MF"
"m";"0033.0020001";"33b med";"0402200";"c";"GC MF"
"m";"0033.0020001";"33b med";"0402500";"c";"GC MF"
"m";"0033.0020001";"33b med";"0402700";"c";"GC MF"
"m";"0033.0020001";"33b med";"0413600";"b";"GC MF"
"m";"0033.0020001";"33b med";"0421400";"b";"GC MF"
"m";"0033.0020001";"33b med";"0421500";"c";"GC MF"
"m";"0033.0020001";"33b med";"0422450";"b";"GC MF"
"m";"0033.0020001";"33b med";"0432800";"c";"GC MF"
"m";"0033.0020001";"33b med";"0433000";"c";"GC MF"
"m";"0033.0100001";"33m med";"0000100";"c";"GC MF"
"m";"0033.0100001";"33m med";"0000300";"b";"GC MF"
"m";"0033.0100001";"33m med";"0000700";"c";"GC MF"
"m";"0033.0100001";"33m med";"0000800";"c";"GC MF"
"m";"0033.0100001";"33m med";"0009500";"b";"GC MF"
"m";"0033.0100001";"33m med";"0025200";"c";"GC MF"
"m";"0033.0100001";"33m med";"0060400";"c";"GC MF"
"m";"0033.0100001";"33m med";"0096900";"c";"GC MF"
"m";"0033.0100001";"33m med";"0097200";"b";"GC MF"
"m";"0033.0100001";"33m med";"0113399";"b";"GC MF"
"m";"0033.0100001";"33m med";"0137700";"b";"GC MF"
"m";"0033.0100001";"33m med";"0165000";"c";"GC MF"
"m";"0033.0100001";"33m med";"0172200";"c";"GC MF"
"m";"0033.0100001";"33m med";"0174200";"b";"GC MF"
"m";"0033.0100001";"33m med";"0174300";"c";"GC MF"
"m";"0033.0100001";"33m med";"0213300";"a";"GC MF"
"m";"0033.0100001";"33m med";"0217500";"b";"GC MF"
"m";"0033.0100001";"33m med";"0231500";"b";"GC MF"
"m";"0033.0100001";"33m med";"0238050";"c";"GC MF"
"m";"0033.0100001";"33m med";"0252900";"c";"GC MF"
"m";"0033.0100001";"33m med";"0287100";"b";"GC MF"
"m";"0033.0100001";"33m med";"0317500";"c";"GC MF"
"m";"0033.0100001";"33m med";"0328400";"b";"GC MF"
"m";"0033.0100001";"33m med";"0330200";"b";"GC MF"
"m";"0033.0100001";"33m med";"0330600";"c";"GC MF"
"m";"0033.0100001";"33m med";"0335600";"b";"GC MF"
"m";"0033.0100001";"33m med";"0335900";"b";"GC MF"
"m";"0033.0100001";"33m med";"0336000";"c";"GC MF"
"m";"0033.0100001";"33m med";"0336100";"c";"GC MF"
"m";"0033.0100001";"33m med";"0336200";"b";"GC MF"
"m";"0033.0100001";"33m med";"0346500";"b";"GC MF"
"m";"0033.0100001";"33m med";"0363700";"c";"GC MF"
"m";"0033.0100001";"33m med";"0402200";"c";"GC MF"
"m";"0033.0100001";"33m med";"0402700";"c";"GC MF"
"m";"0033.0100001";"33m med";"0413600";"b";"GC MF"
"m";"0033.0100001";"33m med";"0421400";"b";"GC MF"
"m";"0033.0100001";"33m med";"0421500";"c";"GC MF"
"m";"0033.0100001";"33m med";"0422450";"b";"GC MF"
"m";"0033.0100001";"33m med";"0433000";"c";"GC MF"
"m";"0034.0010001";"34a med";"0000300";"b";"GC MF"
"m";"0034.0010001";"34a med";"0009500";"b";"GC MF"
"m";"0034.0010001";"34a med";"0060400";"c";"GC MF"
"m";"0034.0010001";"34a med";"0097200";"b";"GC MF"
"m";"0034.0010001";"34a med";"0097800";"c";"GC MF"
"m";"0034.0010001";"34a med";"0137700";"c";"GC MF"
"m";"0034.0010001";"34a med";"0165000";"c";"GC MF"
"m";"0034.0010001";"34a med";"0172200";"c";"GC MF"
"m";"0034.0010001";"34a med";"0174300";"c";"GC MF"
"m";"0034.0010001";"34a med";"0213300";"b";"GC MF"
"m";"0034.0010001";"34a med";"0217500";"c";"GC MF"
"m";"0034.0010001";"34a med";"0231500";"b";"GC MF"
"m";"0034.0010001";"34a med";"0238050";"b";"GC MF"
"m";"0034.0010001";"34a med";"0252900";"c";"GC MF"
"m";"0034.0010001";"34a med";"0287100";"b";"GC MF"
"m";"0034.0010001";"34a med";"0305900";"c";"GC MF"
"m";"0034.0010001";"34a med";"0317500";"c";"GC MF"
"m";"0034.0010001";"34a med";"0328400";"b";"GC MF"
"m";"0034.0010001";"34a med";"0330200";"b";"GC MF"
"m";"0034.0010001";"34a med";"0330600";"c";"GC MF"
"m";"0034.0010001";"34a med";"0335300";"c";"GC MF"
"m";"0034.0010001";"34a med";"0335600";"b";"GC MF"
"m";"0034.0010001";"34a med";"0335800";"c";"GC MF"
"m";"0034.0010001";"34a med";"0335900";"a";"GC MF"
"m";"0034.0010001";"34a med";"0336000";"b";"GC MF"
"m";"0034.0010001";"34a med";"0336100";"c";"GC MF"
"m";"0034.0010001";"34a med";"0336200";"c";"GC MF"
"m";"0034.0010001";"34a med";"0336250";"c";"GC MF"
"m";"0034.0010001";"34a med";"0346500";"b";"GC MF"
"m";"0034.0010001";"34a med";"0363700";"c";"GC MF"
"m";"0034.0010001";"34a med";"0402200";"b";"GC MF"
"m";"0034.0010001";"34a med";"0402700";"c";"GC MF"
"m";"0034.0010001";"34a med";"0413600";"c";"GC MF"
"m";"0034.0010001";"34a med";"0421400";"c";"GC MF"
"m";"0034.0010001";"34a med";"0422450";"c";"GC MF"
"m";"0034.0020001";"34b med";"0000300";"b";"GC MF"
"m";"0034.0020001";"34b med";"0000800";"c";"GC MF"
"m";"0034.0020001";"34b med";"0009500";"b";"GC MF"
"m";"0034.0020001";"34b med";"0060400";"c";"GC MF"
"m";"0034.0020001";"34b med";"0096900";"c";"GC MF"
"m";"0034.0020001";"34b med";"0097200";"b";"GC MF"
"m";"0034.0020001";"34b med";"0097800";"b";"GC MF"
"m";"0034.0020001";"34b med";"0137700";"c";"GC MF"
"m";"0034.0020001";"34b med";"0165000";"c";"GC MF"
"m";"0034.0020001";"34b med";"0172200";"c";"GC MF"
"m";"0034.0020001";"34b med";"0174200";"c";"GC MF"
"m";"0034.0020001";"34b med";"0174300";"b";"GC MF"
"m";"0034.0020001";"34b med";"0213300";"b";"GC MF"
"m";"0034.0020001";"34b med";"0217500";"b";"GC MF"
"m";"0034.0020001";"34b med";"0231500";"a";"GC MF"
"m";"0034.0020001";"34b med";"0238050";"b";"GC MF"
"m";"0034.0020001";"34b med";"0252900";"b";"GC MF"
"m";"0034.0020001";"34b med";"0287100";"b";"GC MF"
"m";"0034.0020001";"34b med";"0305900";"b";"GC MF"
"m";"0034.0020001";"34b med";"0317500";"c";"GC MF"
"m";"0034.0020001";"34b med";"0328400";"b";"GC MF"
"m";"0034.0020001";"34b med";"0329500";"b";"GC MF"
"m";"0034.0020001";"34b med";"0330200";"c";"GC MF"
"m";"0034.0020001";"34b med";"0335300";"c";"GC MF"
"m";"0034.0020001";"34b med";"0335600";"b";"GC MF"
"m";"0034.0020001";"34b med";"0335800";"b";"GC MF"
"m";"0034.0020001";"34b med";"0335900";"a";"GC MF"
"m";"0034.0020001";"34b med";"0336000";"a";"GC MF"
"m";"0034.0020001";"34b med";"0336100";"c";"GC MF"
"m";"0034.0020001";"34b med";"0336200";"c";"GC MF"
"m";"0034.0020001";"34b med";"0336250";"c";"GC MF"
"m";"0034.0020001";"34b med";"0346500";"b";"GC MF"
"m";"0034.0020001";"34b med";"0363700";"c";"GC MF"
"m";"0034.0020001";"34b med";"0402200";"b";"GC MF"
"m";"0034.0020001";"34b med";"0402500";"c";"GC MF"
"m";"0034.0020001";"34b med";"0402700";"b";"GC MF"
"m";"0034.0020001";"34b med";"0413600";"b";"GC MF"
"m";"0034.0020001";"34b med";"0421400";"b";"GC MF"
"m";"0034.0020001";"34b med";"0421500";"c";"GC MF"
"m";"0034.0020001";"34b med";"0422450";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0000300";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0000700";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0000800";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0009500";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0096900";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0097200";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0137700";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0172200";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0174200";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0174300";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0213300";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0217500";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0238050";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0252900";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0287100";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0305900";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0317500";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0328400";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0330200";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0330600";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0335300";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0335600";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0335800";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0335900";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0336000";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0336100";"a";"GC MF"
"m";"0035.0001101";"35Q med";"0336200";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0346500";"a";"GC MF"
"m";"0035.0001101";"35Q med";"0363700";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0402200";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0402500";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0402700";"c";"GC MF"
"m";"0035.0001101";"35Q med";"0413600";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0421400";"b";"GC MF"
"m";"0035.0001101";"35Q med";"0422450";"b";"GC MF"
"m";"0035.0001201";"35S med";"0000300";"a";"GC MF"
"m";"0035.0001201";"35S med";"0000700";"c";"GC MF"
"m";"0035.0001201";"35S med";"0000800";"c";"GC MF"
"m";"0035.0001201";"35S med";"0006900";"c";"GC MF"
"m";"0035.0001201";"35S med";"0009500";"c";"GC MF"
"m";"0035.0001201";"35S med";"0025200";"c";"GC MF"
"m";"0035.0001201";"35S med";"0096900";"a";"GC MF"
"m";"0035.0001201";"35S med";"0097200";"c";"GC MF"
"m";"0035.0001201";"35S med";"0137700";"b";"GC MF"
"m";"0035.0001201";"35S med";"0174200";"c";"GC MF"
"m";"0035.0001201";"35S med";"0174300";"b";"GC MF"
"m";"0035.0001201";"35S med";"0213300";"b";"GC MF"
"m";"0035.0001201";"35S med";"0217500";"b";"GC MF"
"m";"0035.0001201";"35S med";"0231500";"a";"GC MF"
"m";"0035.0001201";"35S med";"0238050";"c";"GC MF"
"m";"0035.0001201";"35S med";"0252900";"c";"GC MF"
"m";"0035.0001201";"35S med";"0287100";"b";"GC MF"
"m";"0035.0001201";"35S med";"0317500";"c";"GC MF"
"m";"0035.0001201";"35S med";"0328400";"b";"GC MF"
"m";"0035.0001201";"35S med";"0335300";"c";"GC MF"
"m";"0035.0001201";"35S med";"0335600";"c";"GC MF"
"m";"0035.0001201";"35S med";"0335900";"a";"GC MF"
"m";"0035.0001201";"35S med";"0336000";"b";"GC MF"
"m";"0035.0001201";"35S med";"0336100";"a";"GC MF"
"m";"0035.0001201";"35S med";"0336200";"c";"GC MF"
"m";"0035.0001201";"35S med";"0346500";"a";"GC MF"
"m";"0035.0001201";"35S med";"0363700";"c";"GC MF"
"m";"0035.0001201";"35S med";"0402500";"c";"GC MF"
