CLNR;x;y;IP5AREPROZ;IP50PROZ;custom_forest_type_code;custom_transition_forest_type_code
85587;2658006;1178998;100,00;100,00;N0057.0001200;
85659;2694011;1179009;100,00;100,00;N0018.0000000;
85667;2698001;1179000;100,00;83,80;N0057.0000200;
85667;2698001;1179000;0,00;7,00;N3011.0000000;
85667;2698001;1179000;0,00;9,20;N0057.0000200;
85707;2718000;1178998;92,20;44,80;N0040.0000800;
85707;2718000;1178998;7,80;27,20;N0032.1000000;
85707;2718000;1178998;0,00;27,90;N0051.0000200;N0055.1000000
85715;2722004;1178995;100,00;100,00;N0032.1000000;
85719;2723999;1178998;79,60;87,30;N0048.0000000;
85719;2723999;1178998;20,40;12,70;N0051.0000200;
85743;2735992;1179000;0,00;27,80;N3003.0000000;
85743;2735992;1179000;100,00;72,20;N0052.0000000;N0050.1000000
85747;2738003;1179000;10,20;35,00;N3011.0000000;
85747;2738003;1179000;0,00;7,50;N0052.0000000;
85747;2738003;1179000;89,80;57,50;N0052.0000000;N0048.0000000
85763;2745998;1178995;100,00;100,00;N0050.0000800;N0051.0000000
85767;2747996;1179000;21,40;37,60;N3011.0000000;
85767;2747996;1179000;22,30;6,10;N2001.0000000;
85767;2747996;1179000;56,30;56,30;N0060.1000000;
85779;2754005;1178995;11,40;11,90;N3008.0000000;
85779;2754005;1178995;13,70;35,50;N3008.0000000;
85779;2754005;1178995;74,90;52,60;N0053.1000000;N0065.1000000
85783;2756008;1178997;100,00;100,00;N0050.1000000;
85795;2762002;1179000;19,90;49,20;N0055.0000000;N0055.1000000
85795;2762002;1179000;0,00;1,90;N0055.0000000;N0055.1000000
85795;2762002;1179000;80,10;48,90;N3005.0000000;
85827;2778009;1178999;100,00;100,00;N0057.0001400;
85831;2780008;1178997;15,20;28,20;N3008.0000000;
85831;2780008;1178997;0,00;4,00;N0057.0001400;
85831;2780008;1178997;84,80;67,80;N0057.0001400;
85839;2783999;1179002;100,00;100,00;N0058.0000000;
85911;2820000;1178999;100,00;100,00;N0067.0000000;
85915;2822002;1179002;78,20;87,40;N0067.0000000;
85915;2822002;1179002;21,80;10,10;N3011.0000000;
85915;2822002;1179002;0,00;2,50;N3011.0000000;
86538;2521005;1178007;7,40;19,30;N3006.0000000;
86538;2521005;1178007;92,60;80,70;N0018.0000700;N0019.0000000
86546;2525000;1177995;100,00;100,00;N0012.0010000;
86578;2541001;1178005;100,00;100,00;N0007.0010000;
86590;2547003;1177998;100,00;100,00;N0007.0010000;
86602;2553000;1178003;100,00;100,00;N0006.0000000;N0007.0010000
86614;2558994;1178009;37,90;44,70;N3002.0000000;
86614;2558994;1178009;62,10;55,30;N0007.0010000;N0009.0010000
86626;2565001;1178004;14,60;29,00;N0008.0001200;
86626;2565001;1178004;85,40;71,00;N0008.0010000;N0012.0010000
86638;2570997;1178000;62,90;59,30;N0006.0000000;
86638;2570997;1178000;37,10;40,70;N0007.0010000;N0010.0010000
86662;2583009;1177998;100,00;82,70;N0008.0010000;
86662;2583009;1177998;0,00;17,30;N3005.0000000;
86682;2592997;1177999;0,90;41,30;N0018.0000000;N0020.0000000
86682;2592997;1177999;99,10;58,70;N0018.0000000;
86686;2595001;1177998;100,00;100,00;N0049.0000000;
86694;2599001;1177995;100,00;100,00;N0019.0000000;
86698;2601002;1177998;45,60;38,90;N0020.0000400;
86698;2601002;1177998;54,40;61,10;N0049.0000000;
86702;2603001;1178001;100,00;100,00;N0020.0000400;N0018.0140000
86738;2621000;1178007;100,00;100,00;N0018.0000000;
86742;2623011;1177998;100,00;100,00;N0019.0000000;
86750;2627005;1178015;0,00;22,40;N2001.0000000;
86750;2627005;1178015;6,50;31,40;N2001.0000000;
86750;2627005;1178015;93,50;46,20;N0057.0001400;
86758;2631003;1178013;100,00;100,00;N0057.0000020;N0048.0000000
86762;2633006;1178007;20,10;17,20;N3011.0000000;
86762;2633006;1178007;72,30;58,40;N0046.0000000;
86762;2633006;1178007;0,00;9,90;N0046.1000000;
86762;2633006;1178007;7,60;14,50;N0060.1000002;
86766;2635000;1178000;73,70;60,80;N3009.0000000;
86766;2635000;1178000;26,30;28,10;N2001.0000000;
86766;2635000;1178000;0,00;11,10;N0049.0000000;
86778;2641005;1178001;100,00;100,00;N0013.0010000;N0008.0010000
86802;2652998;1178003;100,00;100,00;N0008.0040030;
86882;2693001;1178001;100,00;100,00;N0055.0000000;N0051.0000000
86930;2716999;1178000;22,80;7,50;N0040.0000800;
86930;2716999;1178000;5,80;9,20;N0040.0000800;
86930;2716999;1178000;0,00;11,10;N0055.1000000;
86930;2716999;1178000;0,00;4,70;N0051.0000000;
86930;2716999;1178000;37,80;44,90;N3003.0000000;
86930;2716999;1178000;33,60;22,60;N0040.0000800;
86934;2719000;1177993;100,00;100,00;N0032.0001400;
86942;2723005;1177998;100,00;100,00;N0046.0000700;N0046.1000000
86950;2727001;1177998;17,00;17,20;N0050.0000800;
86950;2727001;1177998;17,40;37,00;N0051.0000000;N0050.0000800
86950;2727001;1177998;58,20;38,50;N0051.0000000;
86950;2727001;1177998;7,40;7,30;N3011.0000000;
86966;2734994;1177994;100,00;100,00;N0051.0000000;N0052.0000000
86970;2737012;1177988;100,00;100,00;N0032.1000000;N0040.0000800
86974;2739002;1178001;0,00;7,10;N0050.1000000;N0046.0000700
86974;2739002;1178001;100,00;92,90;N0050.1000000;
86986;2745005;1178004;46,90;80,40;N0052.0000000;N0060.1000002
86986;2745005;1178004;53,10;19,60;N3008.0000000;
86990;2747005;1178000;100,00;100,00;N0060.1000000;N0057.0000200
87006;2755001;1178000;91,50;67,90;N0053.1000000;N0065.0000000
87006;2755001;1178000;0,00;22,30;N0053.1000000;N0065.0000000
87006;2755001;1178000;8,50;9,80;N3011.0000000;
87018;2761002;1177997;0,00;7,10;N3001.0000000;
87018;2761002;1177997;15,70;33,90;N3001.0000000;
87018;2761002;1177997;84,30;59,00;N0046.0000703;
87022;2763006;1177992;5,50;28,50;N1067.0000000;
87022;2763006;1177992;0,00;3,60;N0053.1000010;
87022;2763006;1177992;94,50;67,90;N0053.1000010;
87054;2778999;1178002;100,00;100,00;N0057.0001400;
87098;2800988;1178005;2,40;25,20;N0057.0000020;
87098;2800988;1178005;97,60;74,80;N0059.0000000;
87134;2818996;1177993;100,00;100,00;N0067.0000000;
87775;2524023;1177001;100,00;100,00;N0012.0010000;
87783;2528011;1177022;100,00;100,00;N0007.0010000;
87811;2542004;1177000;100,00;100,00;N0007.0001200;
87815;2543998;1177005;0,00;4,60;N3003.0000000;
87815;2543998;1177005;45,90;23,20;N0011.0000000;
87815;2543998;1177005;13,40;28,40;N0009.0010000;
87815;2543998;1177005;40,70;30,80;N3010.0000000;
87815;2543998;1177005;0,00;13,00;N0011.0000000;
87827;2550000;1176999;69,80;29,80;N0008.0001200;N0012.0001200
87827;2550000;1176999;30,10;48,30;N0008.0001200;
87827;2550000;1176999;0,00;22,00;N3004.0000000;
87835;2554000;1177003;100,00;100,00;N0006.0000000;
87851;2562001;1177008;95,40;73,40;N0008.0010000;N0008.0001200
87851;2562001;1177008;4,60;26,60;N0008.0010000;N0009.0010000
87895;2584004;1176999;64,10;54,00;N0008.0010000;
87895;2584004;1176999;35,90;46,00;N0026.0000000;
87911;2591998;1177003;100,00;73,50;N0020.0000000;
87911;2591998;1177003;0,00;26,50;N0046.0000000;
87915;2594008;1177006;100,00;100,00;N0049.0000000;
87923;2597999;1176996;19,00;22,00;N0049.0000000;
87923;2597999;1176996;81,00;78,00;N0050.0000000;
87931;2601995;1176997;8,80;16,90;N0050.0000000;
87931;2601995;1176997;0,00;11,80;N0048.0000000;
87931;2601995;1176997;91,20;71,40;N0049.0000000;
87935;2603993;1176998;60,70;44,50;N0008.0010000;N0012.0010000
87935;2603993;1176998;1,80;20,20;N0008.0010000;N0012.0010000
87935;2603993;1176998;37,50;35,30;N0012.0001200;N0026.0000000
87963;2617999;1177004;100,00;100,00;N0008.0040000;
87967;2620010;1177007;100,00;100,00;N0046.0000000;N0018.0000000
87975;2624004;1177003;0,00;14,90;N0046.0000000;
87975;2624004;1177003;100,00;85,10;N0049.0000000;N0049.1000000
87987;2629997;1177005;6,30;12,40;N0057.0001400;
87987;2629997;1177005;57,90;66,60;N0057.0001400;N0060.1000000
87987;2629997;1177005;35,80;20,90;N3006.0000000;
87991;2632006;1177002;0,00;15,70;N3011.0000000;
87991;2632006;1177002;8,40;16,60;N3010.0000000;
87991;2632006;1177002;60,10;26,80;N0024.1000000;
87991;2632006;1177002;13,30;15,20;N0018.0140000;
87991;2632006;1177002;18,10;25,70;N0046.0000000;
88007;2640001;1177000;5,80;23,90;N3005.0000000;
88007;2640001;1177000;94,20;60,00;N0009.0010000;
88007;2640001;1177000;0,00;16,10;N0014.0000000;
88039;2656002;1177001;0,00;3,30;N3011.0000000;
88039;2656002;1177001;18,80;16,70;N3008.0000000;
88039;2656002;1177001;81,20;80,10;N0025.0000000;
88047;2660002;1177000;13,60;18,10;N3005.0000000;
88047;2660002;1177000;86,40;81,90;N0051.0000000;N0050.1000000
88067;2670003;1176998;100,00;100,00;N0001.0090000;N0046.0000700
88071;2671997;1176996;10,50;8,50;N3011.0000000;
88071;2671997;1176996;89,50;91,50;N0046.0000700;N0057.0001400
88107;2689998;1177001;100,00;100,00;N0047.0000000;
88111;2692007;1177001;100,00;100,00;N0047.0001600;
88151;2712001;1177000;30,00;31,60;N0058.0000030;
88151;2712001;1177000;55,30;48,60;N3011.0000000;
88151;2712001;1177000;14,70;19,80;N0057.0000200;
88163;2718002;1177009;100,00;100,00;N0051.0000200;N0013.0010000
88167;2720006;1176991;100,00;100,00;N0051.0000000;
88171;2722007;1176995;68,30;64,50;N0057.0000020;
88171;2722007;1176995;19,70;21,70;N0057.0001400;
88171;2722007;1176995;11,90;13,80;N0057.0001400;
88179;2726005;1176999;0,00;4,00;N0057.0001200;N0060.0000400
88179;2726005;1176999;80,00;63,70;N0057.0001200;
88179;2726005;1176999;20,00;28,90;N0060.0000400;
88179;2726005;1176999;0,00;3,50;N0060.0000400;
88203;2738018;1177003;100,00;100,00;N0050.0000000;
88215;2744050;1176998;100,00;72,40;N0057.0000200;N0060.0000100
88215;2744050;1176998;0,00;18,30;N0060.0000100;
88215;2744050;1176998;0,00;9,30;N3011.0000000;
88219;2745999;1176996;33,30;36,70;N0049.1000000;
88219;2745999;1176996;66,70;63,30;N0051.0000000;N0050.1000000
88239;2756003;1177001;100,00;100,00;N0052.0000000;
88243;2758002;1177003;100,00;100,00;N0059.0000000;N0059.0000100
88247;2759998;1176999;97,00;66,00;N0058.0000000;
88247;2759998;1176999;3,00;34,00;N3008.0000000;
88279;2775995;1177010;100,00;100,00;N0053.1000010;N0060.1000000
88283;2778005;1177022;0,00;3,60;N3008.0000000;
88283;2778005;1177022;100,00;96,40;N0050.0000003;N0055.0000000
88331;2801997;1177005;100,00;100,00;N0055.0000000;N0057.0000700
88335;2804000;1176998;100,00;100,00;N0059.0000600;
88367;2820000;1176998;100,00;91,70;N0059.0000400;N0059.0000000
88367;2820000;1176998;0,00;8,30;N1067.0000000;
88371;2822003;1176997;100,00;100,00;N0059.0001400;
89000;2521003;1176009;100,00;86,50;N0012.0010000;
89000;2521003;1176009;0,00;11,00;N3001.0000000;
89000;2521003;1176009;0,00;2,50;N3001.0000000;
89012;2526994;1176001;100,00;92,30;N0041.0000000;
89012;2526994;1176001;0,00;7,70;N3003.0000000;
89032;2537003;1176005;8,90;29,00;N3002.0000000;
89032;2537003;1176005;91,10;71,00;N0007.0001200;
89088;2564999;1176005;0,00;10,30;N0027.0000000;
89088;2564999;1176005;74,30;51,20;N0007.0010000;
89088;2564999;1176005;25,70;38,50;N0027.0000000;
89136;2589003;1176001;60,10;24,30;N3005.0000000;
89136;2589003;1176001;0,00;32,20;N0029.0000100;N0012.0001200
89136;2589003;1176001;39,90;43,40;N0012.0140000;
89140;2591001;1175999;40,60;23,40;N3001.0000000;
89140;2591001;1175999;59,40;53,20;N0018.0000000;N0020.0000000
89140;2591001;1175999;0,00;23,30;N0018.0000000;N0020.0000000
89144;2593002;1175999;100,00;100,00;N0048.0000000;
89152;2596999;1176001;100,00;100,00;N0049.0000000;
89156;2598997;1175996;0,00;4,10;N0060.1000000;
89156;2598997;1175996;100,00;95,90;N0060.0000400;
89160;2601001;1176000;100,00;100,00;N0057.0001200;N0056.0000000
89164;2602996;1175997;14,70;24,10;N0019.0000000;
89164;2602996;1175997;35,60;21,20;N0049.0000000;
89164;2602996;1175997;49,70;39,40;N0020.0000000;
89164;2602996;1175997;0,00;15,20;N0018.0000000;
89196;2619006;1175998;52,20;50,30;N0008.0040000;
89196;2619006;1175998;47,80;32,80;N3005.0000000;
89196;2619006;1175998;0,00;16,90;N0008.0040000;
89216;2629004;1175996;100,00;100,00;N0053.0000000;
89220;2630998;1176000;100,00;100,00;N0050.0000000;N0060.0000100
89236;2639001;1176004;100,00;100,00;N0009.0010000;N0007.0010000
89248;2644998;1176003;100,00;100,00;N0012.0010000;
89252;2647001;1176003;0,00;4,80;N3005.0000000;
89252;2647001;1176003;89,60;61,00;N0008.0040000;N0019.0000000
89252;2647001;1176003;10,40;34,20;N3011.0000000;
89256;2648999;1176015;80,50;78,20;N0012.0010030;
89256;2648999;1176015;0,00;0,70;N0012.0010000;
89256;2648999;1176015;19,50;21,10;N0012.0010000;
89260;2651003;1176006;100,00;100,00;N0008.0010000;N0012.0010000
89264;2652999;1175999;0,00;19,30;N0008.0010030;N0009.0010030
89264;2652999;1175999;39,10;27,00;N3011.0000000;
89264;2652999;1175999;60,90;53,70;N0008.0010030;N0009.0010030
89272;2657002;1176000;100,00;100,00;N0009.0010000;N0008.0010000
89276;2658997;1176003;43,80;50,80;N3001.0000000;
89276;2658997;1176003;56,20;49,20;N0013.0010000;
89280;2661000;1175998;49,20;47,90;N3005.0000000;
89280;2661000;1175998;31,70;34,10;N0053.0000002;
89280;2661000;1175998;19,00;18,00;N0046.0000000;
89288;2665004;1176002;9,30;28,40;N0060.1000000;N0069.0000000
89288;2665004;1176002;40,40;23,60;N2001.0000000;
89288;2665004;1176002;44,40;22,80;N0060.1000000;N0069.0000000
89288;2665004;1176002;5,80;25,20;N3011.0000000;
89292;2667005;1176006;44,70;46,70;N0046.0000700;
89292;2667005;1176006;55,30;53,30;N1021.0000000;
89296;2669002;1175999;100,00;100,00;N0046.0000000;N0019.0000000
89304;2673006;1175999;6,20;27,00;N2001.0000000;
89304;2673006;1175999;68,30;40,90;N1070.0000000;
89304;2673006;1175999;25,50;32,10;N3005.0000000;
89336;2688998;1176003;100,00;93,80;N0046.0000700;N0057.0000022
89336;2688998;1176003;0,00;5,70;N3011.0000000;
89336;2688998;1176003;0,00;0,50;N3011.0000000;
89340;2691007;1176008;100,00;100,00;N0047.0001600;
89392;2717003;1176003;100,00;100,00;N0051.0000000;
89396;2719015;1176013;100,00;100,00;N0060.0000100;
89400;2721009;1175993;100,00;100,00;N0060.0000100;
89408;2725004;1175996;32,40;52,00;N3008.0000000;
89408;2725004;1175996;67,60;35,30;N0057.0001400;
89408;2725004;1175996;0,00;12,80;N0060.0000100;
89420;2731003;1176000;100,00;100,00;N0053.1000000;N0060.1000000
89432;2736998;1176001;100,00;100,00;N0052.0000000;N0050.1000000
89448;2745004;1176001;19,70;9,70;N3001.0000000;
89448;2745004;1176001;72,20;59,40;N0020.0000000;
89448;2745004;1176001;8,00;30,90;N0032.0001400;
89468;2755001;1176000;86,70;84,70;N0052.0001300;N0053.1000000
89468;2755001;1176000;13,30;15,30;N0053.1000000;N0052.0001300
89472;2757006;1175997;100,00;100,00;N0050.0000000;
89484;2763004;1176004;100,00;100,00;N0053.1000000;
89508;2775002;1175998;100,00;100,00;N0053.1000000;N0065.0000000
89512;2776999;1176000;100,00;85,00;N0053.1000000;N0065.1000000
89512;2776999;1176000;0,00;15,00;N3011.0000000;
89516;2779002;1175997;0,00;7,10;N3008.0000000;
89516;2779002;1175997;0,00;5,60;N3008.0000000;
89516;2779002;1175997;100,00;87,30;N0060.1000000;N0053.0000000
89568;2805006;1175998;0,00;7,10;N3008.0000000;
89568;2805006;1175998;1,30;9,30;N3008.0000000;
89568;2805006;1175998;98,70;83,60;N0059.0000600;
90228;2517999;1175003;0,00;5,20;N3005.0000000;
90228;2517999;1175003;69,60;49,50;N3005.0000000;
90228;2517999;1175003;3,50;13,20;N0018.0000700;
90228;2517999;1175003;26,80;32,10;N0018.0000700;
90240;2523999;1174997;94,60;45,90;N0012.0010030;N0012.0050000
90240;2523999;1174997;0,10;21,10;N0012.0010000;N0013.0010000
90240;2523999;1174997;5,30;25,60;N0012.0010000;
90240;2523999;1174997;0,00;7,30;N0012.0010000;
90248;2527999;1175002;0,00;16,70;N0001.0000000;
90248;2527999;1175002;100,00;83,30;N0007.0010000;
90280;2543999;1175001;42,90;35,90;N0009.0010000;
90280;2543999;1175001;0,00;16,60;N0011.0000000;N0009.0010000
90280;2543999;1175001;24,60;19,60;N3010.0000000;
90280;2543999;1175001;0,20;8,90;N0026.0000000;
90280;2543999;1175001;32,30;19,00;N0029.0000100;
90288;2548004;1174995;100,00;100,00;N0008.0001200;
90296;2551998;1175001;100,00;100,00;N0007.0010000;N0006.0000000
90312;2559998;1174993;100,00;100,00;N0008.0010000;
90316;2562003;1175000;100,00;100,00;N0008.0040000;
90364;2585996;1175000;98,60;75,90;N0008.0010000;N0008.0040000
90364;2585996;1175000;0,00;16,00;N0008.0001200;
90364;2585996;1175000;1,40;8,10;N0008.0001200;
90368;2588004;1174999;0,00;16,90;N0049.0000000;
90368;2588004;1174999;43,80;22,00;N0018.0000000;
90368;2588004;1174999;0,00;9,40;N0018.0000000;
90368;2588004;1174999;56,20;51,70;N3005.0000000;
90372;2589998;1174996;0,00;2,60;N3005.0000000;
90372;2589998;1174996;100,00;97,40;N0048.0000000;
90384;2595998;1175000;36,10;44,60;N3008.0000000;
90384;2595998;1175000;63,90;55,40;N0018.0000000;N0020.0000000
90392;2600006;1175002;35,30;52,70;N0050.0000000;
90392;2600006;1175002;64,60;47,30;N0049.0000000;
90400;2603994;1175005;100,00;91,60;N0020.0000000;
90400;2603994;1175005;0,00;8,40;N3005.0000000;
90452;2629999;1175004;70,00;41,90;N0046.0000000;
90452;2629999;1175004;0,00;16,60;N0046.0000000;
90452;2629999;1175004;28,20;23,70;N0026.0090000;
90452;2629999;1175004;1,80;17,90;N3005.0000000;
90460;2634005;1174999;100,00;100,00;N0012.0001200;N0012.0140000
90468;2638001;1175000;13,60;56,60;N0009.0010000;
90468;2638001;1175000;86,40;43,40;N3001.0000000;
90496;2652002;1175002;0,00;11,70;N0050.1000000;N0018.0000700
90496;2652002;1175002;93,30;76,60;N0050.1000000;N0018.0000700
90496;2652002;1175002;6,70;11,60;N3001.0000000;
90500;2654004;1175001;14,60;36,50;N3011.0000000;
90500;2654004;1175001;85,40;63,50;N0018.0000030;
90516;2662003;1175002;73,90;56,00;N3008.0000000;
90516;2662003;1175002;0,00;7,20;N0060.1000002;
90516;2662003;1175002;9,80;16,60;N0060.1000002;
90516;2662003;1175002;0,00;3,90;N0060.1000002;
90516;2662003;1175002;0,00;7,30;N3011.0000000;
90516;2662003;1175002;16,20;9,00;N0060.1000002;
90520;2664021;1175014;100,00;100,00;N0018.0000000;N0048.0000000
90524;2666000;1174999;62,20;64,70;N3005.0000000;
90524;2666000;1174999;36,10;30,10;N0025.0000030;
90524;2666000;1174999;1,80;5,20;N0025.0000030;
90564;2685998;1175003;0,30;10,50;N1070.0000000;
90564;2685998;1175003;99,70;81,70;N0057.0000020;N1070.0000000
90564;2685998;1175003;0,00;7,70;N0055.0000000;
90576;2692000;1175000;0,00;0,40;N0059.0000000;N1070.0000000
90576;2692000;1175000;0,00;1,80;N3000.0000000;
90576;2692000;1175000;0,00;7,00;N3000.0000000;
90576;2692000;1175000;100,00;90,90;N0059.0000000;N1070.0000000
90608;2707996;1174994;100,00;100,00;N0057.0000200;
90612;2709997;1175005;4,30;15,20;N3011.0000000;
90612;2709997;1175005;0,00;4,00;N0055.1000000;N0055.0000000
90612;2709997;1175005;21,20;21,30;N0055.0000000;
90612;2709997;1175005;74,50;59,40;N0055.1000000;
90616;2712000;1175004;100,00;100,00;N0032.0000200;
90632;2719999;1175004;100,00;100,00;N0060.0000000;
90660;2734005;1174995;37,10;16,00;N0032.1000000;
90660;2734005;1174995;50,90;47,40;N0032.1000000;
90660;2734005;1174995;12,10;36,70;N3011.0000000;N3010.0000000
90668;2738001;1175000;13,30;10,20;N0052.0000000;N0050.0000800
90668;2738001;1175000;86,70;89,80;N0052.0000000;
90684;2746000;1175006;100,00;100,00;N0057.0000200;
90692;2750001;1174990;5,30;13,00;N0050.0000000;
90692;2750001;1174990;1,30;18,40;N0052.0000000;N0050.0000800
90692;2750001;1174990;59,70;24,80;N0051.0000000;N0050.0000800
90692;2750001;1174990;33,70;29,50;N0050.0000800;N0049.1000002
90692;2750001;1174990;0,00;14,20;N0050.0000000;
90704;2756003;1175001;100,00;100,00;N0052.0000000;
90708;2758000;1175000;100,00;100,00;N0060.0000000;
90712;2760001;1175000;51,60;78,60;N0057.0001400;
90712;2760001;1175000;48,40;21,40;N3008.0000000;
90736;2772002;1174997;0,00;18,20;N3008.0000000;
90736;2772002;1174997;100,00;81,80;N0058.0000000;
90744;2776007;1174981;37,00;35,70;N0053.1000000;
90744;2776007;1174981;43,20;50,10;N0053.1000000;N0065.0000000
90744;2776007;1174981;19,80;14,10;N0065.0000000;
90748;2777994;1175002;0,00;2,80;N3008.0000000;
90748;2777994;1175002;100,00;97,20;N0059.0000000;N0057.0001400
90796;2802007;1175000;5,20;29,40;N0055.1000000;N0058.0000000
90796;2802007;1175000;94,80;70,60;N0055.0000000;N0057.0001400
90804;2805994;1174999;43,70;20,40;N3008.0000000;
90804;2805994;1174999;0,00;11,50;N3008.0000000;
90804;2805994;1174999;56,30;68,20;N0058.0000600;N0053.1000010
90840;2824002;1175003;0,00;21,30;N0059.0000600;
90840;2824002;1175003;78,10;40,90;N3008.0000000;
90840;2824002;1175003;21,90;37,70;N0059.0000600;
91462;2517000;1174001;100,00;100,00;N0018.0000700;
91470;2521005;1174001;0,00;4,80;N3003.0000000;
91470;2521005;1174001;1,00;7,50;N0012.0010000;
91470;2521005;1174001;53,30;68,40;N0012.0010000;
91470;2521005;1174001;45,70;19,30;N3003.0000000;
91474;2523000;1174001;100,00;100,00;N0018.0000700;
91482;2526995;1173992;100,00;100,00;N0007.0010000;N0006.0000000
91502;2536988;1173997;100,00;100,00;N0007.0001200;
91510;2540996;1173997;47,80;59,70;N0007.0001200;N0011.0000000
91510;2540996;1173997;52,20;40,30;N0029.0000000;
91526;2548995;1173995;8,90;46,50;N3002.0000000;
91526;2548995;1173995;91,00;53,50;N0008.0010000;
91570;2570996;1174002;100,00;100,00;N0007.0010000;N0008.0010000
91574;2572999;1174001;0,00;4,70;N3002.0000000;
91574;2572999;1174001;100,00;95,30;N0008.0010000;
91590;2581001;1173999;0,00;6,60;N0018.0000000;
91590;2581001;1173999;27,40;47,30;N0018.0000000;N0019.0000000
91590;2581001;1173999;72,60;46,10;N0020.0000000;N0026.0090000
91594;2582998;1174004;0,00;8,30;N3000.0000000;
91594;2582998;1174004;21,40;28,10;N3005.0000000;
91594;2582998;1174004;78,60;63,70;N0046.0000000;
91598;2585001;1173998;0,00;2,30;N3005.0000000;
91598;2585001;1173998;100,00;97,70;N0018.0000000;
91602;2587005;1174001;95,50;66,00;N0046.0000000;
91602;2587005;1174001;4,50;27,60;N0049.0000000;
91602;2587005;1174001;0,00;2,40;N0046.0000000;
91602;2587005;1174001;0,00;4,10;N0046.0000000;
91606;2589005;1174004;100,00;100,00;N0018.0000000;N0020.0000000
91638;2604993;1174004;16,70;13,50;N0049.0000000;
91638;2604993;1174004;0,00;7,10;N0024.1000000;
91638;2604993;1174004;57,10;22,70;N0024.1000000;
91638;2604993;1174004;0,00;10,00;N0018.0000700;
91638;2604993;1174004;11,60;13,30;N3011.0000000;
91638;2604993;1174004;14,50;33,50;N0018.0000700;
91642;2606997;1174007;100,00;100,00;N0012.0010000;
91654;2613002;1173995;100,00;100,00;N0014.0000000;
91658;2615000;1173998;100,00;100,00;N0029.0000100;N0009.0010000
91674;2623004;1173993;13,30;32,70;N0018.0140000;N0018.0000700
91674;2623004;1173993;21,50;30,00;N3005.0000000;
91674;2623004;1173993;65,20;37,30;N0018.0000700;
91678;2624998;1174001;100,00;100,00;N0019.0000000;
91694;2632998;1173999;100,00;100,00;N0022.0000000;
91698;2635000;1174003;26,40;39,30;N0019.0000000;N0017.0000000
91698;2635000;1174003;6,50;25,20;N0019.0000000;N0017.0000000
91698;2635000;1174003;67,00;35,40;N3011.0000000;
91702;2637003;1174001;84,10;69,10;N0009.0010000;
91702;2637003;1174001;0,00;1,30;N3005.0000000;
91702;2637003;1174001;0,00;10,40;N3007.0000000;
91702;2637003;1174001;15,90;19,20;N3005.0000000;
91714;2642999;1173995;100,00;100,00;N0018.0000700;
91718;2644990;1174011;1,70;13,90;N3005.0000000;
91718;2644990;1174011;98,30;86,10;N0020.0000030;
91750;2660998;1173997;45,70;44,20;N0012.0010030;
91750;2660998;1173997;54,30;55,80;N0012.0050000;
91754;2663009;1173999;100,00;100,00;N0034.1000000;
91758;2665004;1174001;78,00;43,90;N0019.0000000;N0048.0000000
91758;2665004;1174001;22,00;38,60;N1020.0000000;
91758;2665004;1174001;0,00;17,50;N1020.0000000;
91762;2667009;1174000;100,00;100,00;N0046.0000000;
91806;2688995;1174003;79,00;30,30;N0051.0000200;N0047.0001600
91806;2688995;1174003;0,00;10,70;N0068.0000000;N0034.1000000
91806;2688995;1174003;0,00;13,50;N3000.0000000;
91806;2688995;1174003;0,00;9,70;N3000.0000000;
91806;2688995;1174003;21,00;35,90;N0047.0001600;N0051.0000200
91842;2707000;1174000;17,80;46,10;N0055.1000000;
91842;2707000;1174000;24,70;11,70;N3011.0000000;
91842;2707000;1174000;12,30;20,80;N3006.0000000;
91842;2707000;1174000;0,00;8,00;N0024.1000000;N0032.1000000
91842;2707000;1174000;45,10;13,40;N0055.0000000;N0024.1000000
91854;2713001;1174004;100,00;100,00;N0055.0000000;
91858;2715008;1174006;100,00;100,00;N0055.0000000;N0057.0001400
91862;2716991;1174004;100,00;100,00;N0057.0000200;
91890;2731003;1173993;0,00;18,00;N3006.0000000;
91890;2731003;1173993;73,90;69,40;N0053.1000000;N0060.1000000
91890;2731003;1173993;26,10;12,60;N3006.0000000;
91894;2733008;1173999;53,20;19,20;N0032.1000000;
91894;2733008;1173999;34,80;31,90;N3011.0000000;
91894;2733008;1173999;1,80;17,80;N0032.1000000;
91894;2733008;1173999;10,20;31,20;N0032.1000000;
91898;2735001;1174002;100,00;100,00;N0052.0000000;N0051.0000000
91938;2754997;1174007;100,00;100,00;N0052.0001300;
91942;2757000;1174000;100,00;96,70;N0053.1000000;N0065.1000000
91942;2757000;1174000;0,00;3,30;N3008.0000000;
91946;2759001;1173999;52,80;53,50;N0053.1000000;N0060.1000000
91946;2759001;1173999;47,10;46,50;N0053.1000000;N0065.1000000
91950;2761002;1173998;73,80;58,80;N0052.0000000;N0040.0000800
91950;2761002;1173998;16,00;33,20;N3005.0000000;
91950;2761002;1173998;10,20;7,90;N3011.0000000;
91954;2763003;1173999;3,00;13,30;N3008.0000000;
91954;2763003;1173999;97,00;86,70;N0052.0000000;N0053.1000000
91970;2770994;1174004;0,00;13,50;N0052.0000000;N0053.1000000
91970;2770994;1174004;100,00;86,50;N0053.1000000;
91974;2773008;1173993;0,00;17,40;N0053.1000000;
91974;2773008;1173993;16,70;30,00;N3011.0000000;
91974;2773008;1173993;10,50;14,70;N0065.0000000;
