CLNR;x;y;IP5AREPROZ;IP50PROZ;custom_forest_type_code;custom_transition_forest_type_code
23361;2746002;1242995;100,00;80,30;N0019.0070000;
23381;2756000;1242998;0,00;23,00;N0018.0140000;
23381;2756000;1242998;100,00;77,00;N0027.0090000;N0018.0140000
23792;2576999;1242000;100,00;100,00;N0012.0010000;
23832;2597002;1242002;16,90;14,90;N0012.0050000;
23832;2597002;1242002;69,50;63,80;N0012.0010000;
23832;2597002;1242002;13,60;18,50;N0013.0010000;
23832;2597002;1242002;0,00;2,80;N0012.0001200;
23840;2600993;1241996;68,30;90,10;N0013.0050000;
23840;2600993;1241996;31,70;9,90;N0016.0000000;
23848;2604999;1242002;12,30;12,30;N0012.0001200;
23848;2604999;1242002;87,70;62,10;N0013.0010000;
23848;2604999;1242002;0,00;11,10;N0012.0010000;
23848;2604999;1242002;0,00;14,50;N3005.0000000;
23852;2607006;1242008;100,00;100,00;N0018.0000700;
23860;2610996;1241994;0,00;9,60;N3005.0000000;
23860;2610996;1241994;100,00;90,40;N0018.0000700;
23868;2614982;1242001;100,00;100,00;N0012.0010000;N0018.0000700
23872;2617005;1242003;100,00;87,00;N0012.0010000;N0018.0000700
23872;2617005;1242003;0,00;13,00;N0012.0050000;
23876;2619001;1242002;52,70;35,00;N0012.0010000;N0012.0001200
23876;2619001;1242002;47,30;51,00;N0012.0010000;
23876;2619001;1242002;0,00;14,00;N0012.0050000;
23880;2620993;1241995;100,00;100,00;N0038.0000000;N0025.1000000
23892;2627003;1241997;57,30;30,90;N0062.0000000;
23892;2627003;1241997;42,70;69,10;N0061.0000000;
23904;2632991;1242003;100,00;100,00;N0012.0010000;
23912;2637000;1242000;5,00;5,70;N0016.0000000;
23912;2637000;1242000;7,50;30,10;N0009.0010000;N0010.0010000
23912;2637000;1242000;0,00;10,30;N3011.0000000;
23912;2637000;1242000;50,50;11,10;N3001.0000000;
23912;2637000;1242000;37,00;37,30;N0014.0000000;
23912;2637000;1242000;0,00;5,60;N0009.0010000;N0010.0010000
23972;2667002;1242005;100,00;100,00;N0007.0010000;N0006.0000000
23976;2669000;1241999;0,00;5,10;N0007.0001200;
23976;2669000;1241999;100,00;94,90;N0026.0000000;
23984;2672993;1242008;52,60;50,90;N0007.0001200;
23984;2672993;1242008;47,30;49,10;N0030.0000000;
24032;2696996;1242008;8,00;30,10;N0029.0000000;
24032;2696996;1242008;92,00;69,90;N0007.0001200;N0011.0000000
24060;2711002;1241996;1,20;18,90;N3010.0000000;
24060;2711002;1241996;28,10;18,60;N3009.0000000;
24060;2711002;1241996;0,50;5,20;N0027.0000000;
24060;2711002;1241996;36,00;18,20;N0008.0010000;
24060;2711002;1241996;34,20;15,90;N0008.0001200;
24060;2711002;1241996;0,00;23,20;N3003.0000000;
24068;2715004;1242002;100,00;93,40;N0012.0010000;
24068;2715004;1242002;0,00;6,60;N0017.0000000;
24088;2724999;1241999;0,00;15,60;N0017.0000000;
24088;2724999;1241999;96,30;37,40;N0008.0040000;
24088;2724999;1241999;3,10;23,90;N3000.0000000;
24088;2724999;1241999;0,60;23,10;N0008.0010000;
24120;2740998;1242003;71,20;36,10;N0019.0070000;
24120;2740998;1242003;20,70;36,30;N0020.0000400;
24120;2740998;1242003;8,10;27,50;N3000.0000000;
24136;2749004;1241996;100,00;97,60;N0018.0000000;
24136;2749004;1241996;0,00;2,40;N3005.0000000;
24148;2755001;1241995;0,00;8,30;N0020.0000000;N0019.0000000
24148;2755001;1241995;30,70;28,40;N0018.0140000;N0019.0000000
24148;2755001;1241995;40,20;46,80;N0018.0140000;N0019.0000000
24148;2755001;1241995;0,00;1,00;N0018.0140000;
24148;2755001;1241995;0,00;1,30;N0019.0000000;
24148;2755001;1241995;29,10;14,10;N3001.0000000;
24152;2757004;1241995;100,00;100,00;N0018.0000700;
24156;2759000;1242000;0,00;7,20;N0040.1000000;
24156;2759000;1242000;0,00;4,90;N3000.0000000;
24156;2759000;1242000;2,30;6,80;N3000.0000000;
24156;2759000;1242000;97,70;72,40;N0013.0010000;N0009.0010000
24156;2759000;1242000;0,00;8,60;N0013.0010000;
24552;2570005;1240998;94,00;58,30;N0012.0010000;
24552;2570005;1240998;6,00;41,70;N3005.0000000;
24556;2572002;1241002;99,90;79,00;N0012.0010000;
24556;2572002;1241002;0,10;21,00;N3005.0000000;
24560;2574003;1241002;0,40;23,30;N0009.0010000;
24560;2574003;1241002;0,00;19,10;N3010.0000000;
24560;2574003;1241002;99,60;57,60;N0011.0000000;
24572;2579988;1241002;100,00;100,00;N0012.0010000;
24576;2582007;1240996;100,00;100,00;N0018.0000700;
24580;2584002;1240998;18,00;33,70;N0012.0010000;
24580;2584002;1240998;24,40;16,70;N0016.0000000;
24580;2584002;1240998;1,30;12,90;N3011.0000000;N0065.0000000
24580;2584002;1240998;0,00;10,50;N0016.0000000;N0013.0050000
24580;2584002;1240998;56,30;26,10;N0012.0050000;
24584;2585983;1240986;100,00;100,00;N0012.0010000;
24588;2588000;1240996;100,00;100,00;N0012.0010000;
24592;2589995;1240997;10,70;31,50;N0012.0001200;
24592;2589995;1240997;89,20;68,50;N0012.0010000;N0008.0010000
24596;2592011;1240998;100,00;83,00;N0012.0010000;
24596;2592011;1240998;0,00;17,00;N0013.0010000;
24600;2594004;1240997;100,00;100,00;N0012.0010000;N0018.0000700
24604;2596002;1241003;100,00;100,00;N0010.0140000;N0007.0010000
24612;2600002;1240998;0,00;14,60;N3005.0000000;
24612;2600002;1240998;89,40;60,00;N0012.0001200;
24612;2600002;1240998;10,60;25,40;N3005.0000000;
24616;2602002;1240996;13,30;7,00;N0022.0000000;
24616;2602002;1240996;17,70;31,00;N3003.0000000;
24616;2602002;1240996;69,00;62,00;N0012.0010000;
24624;2605997;1240995;100,00;100,00;N0018.0000700;N0013.0090000
24628;2607998;1240997;100,00;100,00;N0012.0050000;N0018.0000700
24636;2612003;1241001;87,30;38,50;N0014.0000000;N0016.0000000
24636;2612003;1241001;0,50;15,90;N0048.0000000;
24636;2612003;1241001;0,00;6,70;N0048.0000000;N0014.0000000
24636;2612003;1241001;0,00;3,60;N0013.0050000;
24636;2612003;1241001;12,20;35,30;N0016.0000000;N0062.0000000
24656;2622002;1240994;100,00;85,90;N0012.0010000;
24656;2622002;1240994;0,00;14,10;N3003.0000000;
24660;2624002;1241003;0,00;11,60;N0011.0000000;
24660;2624002;1241003;0,00;11,20;N0014.0000000;
24660;2624002;1241003;100,00;77,10;N0062.0000000;
24676;2632004;1240997;100,00;100,00;N0006.0000000;
24680;2634001;1241000;100,00;86,80;N0013.0010000;
24680;2634001;1241000;0,00;13,20;N0014.0000000;
24700;2644001;1241005;100,00;100,00;N0007.0010000;
24736;2662003;1241003;74,70;27,10;N0006.0000000;
24736;2662003;1241003;10,90;42,80;N0007.0010000;
24736;2662003;1241003;14,40;30,10;N0007.0001200;
24740;2664001;1241001;11,00;15,30;N3001.0000000;
24740;2664001;1241001;0,00;13,20;N3003.0000000;
24740;2664001;1241001;89,00;71,50;N0007.0001200;
24748;2668004;1241002;61,00;56,80;N0007.0001200;
24748;2668004;1241002;39,00;43,20;N0007.0010000;N0006.0000000
24764;2676001;1241006;100,00;100,00;N0007.0001200;
24796;2691996;1240997;73,80;59,80;N0008.0010000;
24796;2691996;1240997;26,20;40,20;N0008.0010000;N0012.0050000
24824;2706002;1241005;0,00;13,60;N0007.0020000;
24824;2706002;1241005;0,00;12,30;N0009.0010000;
24824;2706002;1241005;0,00;14,50;N0009.0010000;
24824;2706002;1241005;0,00;5,10;N3001.0000000;
24824;2706002;1241005;100,00;54,50;N0007.0010000;
24828;2708005;1241006;100,00;88,10;N0012.0050000;
24828;2708005;1241006;0,00;11,90;N0008.0040000;
24840;2714001;1241002;100,00;100,00;N0012.0010000;N0018.0000000
24844;2716004;1241002;100,00;100,00;N0018.0140000;N0012.0010000
24848;2718005;1240995;10,30;11,00;N0018.0140000;
24848;2718005;1240995;68,70;41,70;N0018.0000700;
24848;2718005;1240995;0,00;4,30;N3005.0000000;
24848;2718005;1240995;0,00;8,20;N0020.0000000;
24848;2718005;1240995;0,00;15,40;N0018.0000700;N3011.0000000
24848;2718005;1240995;0,00;3,30;N0018.0000700;
24848;2718005;1240995;21,00;16,20;N0020.0000000;
24852;2719997;1240999;2,00;9,10;N0020.0000000;N0018.0000700
24852;2719997;1240999;0,00;21,50;N0018.0140000;N0018.0000700
24852;2719997;1240999;92,20;51,20;N0018.0000700;
24852;2719997;1240999;0,00;1,30;N0019.0000000;
24852;2719997;1240999;0,00;6,20;N0018.0140000;N0018.0000700
24852;2719997;1240999;5,80;2,80;N3011.0000000;
24852;2719997;1240999;0,00;5,40;N0026.0090000;
24852;2719997;1240999;0,00;2,50;N0018.0140000;
24856;2722005;1241002;12,30;33,70;N3005.0000000;
24856;2722005;1241002;87,70;66,30;N0008.0010000;
24876;2732002;1241004;10,80;11,10;N0012.0140000;
24876;2732002;1241004;59,70;20,20;N0017.0000000;
24876;2732002;1241004;1,00;3,80;N0026.0000000;N0017.0000000
24876;2732002;1241004;2,60;6,60;N0012.0010000;
24876;2732002;1241004;0,00;7,10;N0008.0040000;
24876;2732002;1241004;0,00;12,40;N3010.0000000;
24876;2732002;1241004;23,60;16,40;N0012.0010000;
24876;2732002;1241004;2,40;4,20;N0012.0140000;
24876;2732002;1241004;0,00;3,30;N0012.0001200;
24876;2732002;1241004;0,00;4,50;N0029.0000200;
24876;2732002;1241004;0,00;10,30;N0012.0010000;
24880;2734000;1241002;16,50;11,20;N3001.0000000;
24880;2734000;1241002;0,50;19,70;N0020.0000000;N0018.0000000
24880;2734000;1241002;0,00;5,30;N0019.0000000;
24880;2734000;1241002;39,70;16,10;N0018.0000000;N0019.0000000
24880;2734000;1241002;43,30;47,80;N0018.0000000;N0019.0000000
24900;2743994;1241004;0,00;4,20;N3005.0000000;
24900;2743994;1241004;0,00;8,80;N0020.0000000;
24900;2743994;1241004;100,00;87,00;N0046.0000000;N0019.0000000
24904;2745997;1241001;0,00;4,30;N3005.0000000;
24904;2745997;1241001;100,00;95,70;N0018.1000000;
24916;2751996;1241001;0,00;0,50;N0012.0001200;
24916;2751996;1241001;37,70;25,80;N0026.0140000;
24916;2751996;1241001;50,70;37,00;N0012.0140000;N0012.0001200
24916;2751996;1241001;11,60;15,70;N3010.0000000;
24916;2751996;1241001;0,00;7,00;N3005.0000000;
24916;2751996;1241001;0,00;14,00;N0026.0140000;
25319;2568999;1240000;87,90;63,10;N3006.0000000;
25319;2568999;1240000;0,00;8,10;N0010.0010000;
25319;2568999;1240000;12,10;28,80;N0012.0010000;
25335;2577003;1239997;23,70;39,90;N0016.0000000;
25335;2577003;1239997;76,30;60,10;N0012.0010000;
25347;2583009;1240002;100,00;100,00;N0012.0010000;N0009.0010000
25351;2584997;1240000;100,00;85,50;N0018.1000000;
25351;2584997;1240000;0,00;14,50;N0018.0000700;
25355;2587001;1240000;0,00;6,00;N0014.0000000;
25355;2587001;1240000;100,00;82,90;N0012.0050000;
25355;2587001;1240000;0,00;11,10;N0016.0000000;
25359;2589001;1239996;0,00;11,10;N3005.0000000;
25359;2589001;1239996;100,00;54,90;N0013.0090000;
25359;2589001;1239996;0,00;9,60;N0022.0000000;
25359;2589001;1239996;0,00;24,40;N0018.0000700;
25363;2591000;1239998;100,00;100,00;N0018.0000700;
25367;2592993;1239997;0,00;6,90;N0018.1000000;
25367;2592993;1239997;100,00;83,20;N0018.0000700;
25367;2592993;1239997;0,00;9,80;N0018.0000000;
25371;2595004;1239991;100,00;100,00;N0012.0010000;
25379;2599003;1240004;100,00;100,00;N0018.0000700;N0018.0000000
25383;2601002;1240007;100,00;100,00;N0018.0000700;
25387;2603004;1240003;0,00;6,80;N3011.0000000;
25387;2603004;1240003;0,00;12,00;N0018.1000000;
25387;2603004;1240003;100,00;81,10;N0018.0000700;
25403;2610999;1240008;100,00;77,30;N0012.0010000;
25403;2610999;1240008;0,00;19,00;N0012.0050000;
25403;2610999;1240008;0,00;3,80;N0012.0001200;
25407;2612999;1240002;45,30;38,90;N3003.0000000;
25407;2612999;1240002;54,70;61,10;N0009.0140000;
25427;2622996;1239999;100,00;100,00;N0012.0010000;
25463;2640995;1240002;100,00;100,00;N0007.0010000;
25471;2644995;1240002;100,00;100,00;N0007.0010000;N0007.1000000
25475;2647007;1240023;100,00;74,50;N0007.0010000;
25475;2647007;1240023;0,00;25,50;N0007.0010000;N0006.0000000
25507;2663002;1239999;100,00;100,00;N0007.0001200;N0026.0000000
25535;2676998;1239997;100,00;100,00;N0007.0001200;
25543;2680999;1239998;58,40;40,10;N0062.0000000;N0067.0000000
25543;2680999;1239998;41,60;59,90;N0017.0000000;
25547;2683003;1239999;100,00;100,00;N0007.0010000;
25567;2692999;1239997;100,00;100,00;N0008.0010000;
25571;2695004;1240001;0,50;26,20;N0009.0010000;
25571;2695004;1240001;99,50;73,80;N0010.0010000;
25595;2706999;1240002;0,00;8,40;N0027.0000000;
25595;2706999;1240002;10,60;27,00;N0026.0000000;
25595;2706999;1240002;0,00;7,90;N0012.0001200;
25595;2706999;1240002;89,40;56,70;N0012.0001200;
25599;2709009;1239997;34,10;44,10;N0012.0010000;
25599;2709009;1239997;31,90;11,90;N3001.0000000;
25599;2709009;1239997;34,00;44,00;N0008.0001200;
25611;2714999;1240006;100,00;100,00;N0018.0000000;
25619;2718999;1240002;36,70;31,60;N0018.0140000;
25619;2718999;1240002;63,30;36,00;N0013.0090000;
25619;2718999;1240002;0,00;8,70;N0024.1000000;
25619;2718999;1240002;0,00;9,50;N0020.0000000;N0024.1000000
25619;2718999;1240002;0,00;7,10;N3005.0000000;
25619;2718999;1240002;0,00;7,10;N0018.0000700;
25623;2721000;1240000;84,30;85,30;N0018.0000000;N0019.0000000
25623;2721000;1240000;15,70;14,70;N0018.0140000;
25639;2729002;1240008;44,20;41,10;N0020.0000000;
25639;2729002;1240008;0,00;3,60;N0019.0000000;
25639;2729002;1240008;40,80;48,40;N3000.0000000;
25639;2729002;1240008;14,90;7,00;N0020.0000000;N0019.0000000
25643;2731003;1240001;100,00;78,50;N0020.0000000;N0018.0000700
25643;2731003;1240001;0,00;11,60;N0018.0000000;
25643;2731003;1240001;0,00;8,30;N0018.0140000;
25643;2731003;1240001;0,00;0,90;N3001.0000000;
25643;2731003;1240001;0,00;0,70;N0018.0000000;
25651;2734998;1240001;0,00;6,40;N0019.0000000;
25651;2734998;1240001;0,00;10,90;N0018.0000000;
25651;2734998;1240001;0,00;4,50;N0020.0000400;N0018.0000000
25651;2734998;1240001;22,80;13,40;N3001.0000000;
25651;2734998;1240001;0,00;8,40;N3003.0000000;
25651;2734998;1240001;67,60;36,00;N0020.0000400;N0018.0000000
25651;2734998;1240001;9,60;7,70;N0020.0000400;N0018.0000000
25651;2734998;1240001;0,00;12,60;N0018.0000000;
25655;2737001;1240000;93,40;83,10;N0019.0000000;
25655;2737001;1240000;6,60;12,90;N0020.0000400;
25655;2737001;1240000;0,00;3,90;N3000.0000000;
25667;2742995;1240004;95,20;50,60;N0018.0000700;N0019.0000000
25667;2742995;1240004;4,80;29,10;N3011.0000000;
25667;2742995;1240004;0,00;20,20;N3011.0000000;
25675;2746994;1240002;0,00;5,80;N0018.0000700;
25675;2746994;1240002;100,00;87,50;N0046.0000000;N0019.0000000
25675;2746994;1240002;0,00;6,70;N0019.0000000;N0046.0000000
26086;2568002;1239000;0,00;6,10;N3005.0000000;
26086;2568002;1239000;0,00;14,20;N0010.0010000;
26086;2568002;1239000;100,00;79,70;N0012.0010000;
26094;2572020;1239046;3,10;27,30;N0018.1000000;
26094;2572020;1239046;13,50;11,80;N0012.0010000;
26094;2572020;1239046;83,40;60,90;N0012.0010000;N0018.0000700
26102;2576000;1238996;100,00;100,00;N0012.0010000;
26110;2580000;1238995;100,00;100,00;N0012.0010000;
26114;2582001;1239005;0,00;1,40;N0027.0000000;
26114;2582001;1239005;36,20;50,10;N0012.0010000;
26114;2582001;1239005;30,50;38,40;N3005.0000000;
26114;2582001;1239005;33,30;10,10;N0026.0000000;
26122;2585999;1239000;100,00;70,00;N0027.0000000;
26122;2585999;1239000;0,00;8,40;N3009.0000000;
26122;2585999;1239000;0,00;21,50;N3003.0000000;
26134;2591999;1238990;7,80;20,20;N0012.0001200;
26134;2591999;1238990;92,20;68,20;N0012.0010000;
26134;2591999;1238990;0,00;11,70;N0018.0000700;
26138;2594000;1238997;10,10;14,10;N0012.0050000;
26138;2594000;1238997;89,90;72,00;N0012.0010000;
26138;2594000;1238997;0,00;2,90;N0013.0050000;
26138;2594000;1238997;0,00;11,00;N0016.0000000;
26146;2598008;1238983;67,40;67,40;N0013.0090000;
26146;2598008;1238983;0,00;7,30;N3005.0000000;
26146;2598008;1238983;32,60;25,30;N0022.0000000;
26150;2600003;1238995;1,80;23,00;N3005.0000000;
26150;2600003;1238995;98,20;77,00;N0018.0000000;N0021.0000000
26158;2604008;1238996;100,00;100,00;N0013.0050000;N0012.0050000
26162;2606013;1239001;23,50;25,50;N0018.0000700;N0013.0090000
26162;2606013;1239001;3,80;8,10;N3011.0000000;N0018.0000700
26162;2606013;1239001;2,20;18,50;N0018.0000700;
26162;2606013;1239001;70,50;47,80;N0018.0000700;N0019.0000000
26170;2609996;1238992;100,00;100,00;N0012.0010000;N0013.0010000
26186;2618012;1239001;100,00;100,00;N0012.0050000;
26190;2620005;1239000;73,10;52,90;N0009.0010000;
26190;2620005;1239000;26,90;47,10;N0011.0000000;
26194;2622001;1239004;100,00;100,00;N0009.0010000;
26210;2630002;1239001;0,00;4,10;N0007.0010000;N0009.0010000
26210;2630002;1239001;100,00;95,90;N0007.0010000;
26246;2648001;1239000;92,00;70,10;N0001.0000000;
26246;2648001;1239000;8,00;29,90;N0008.0040000;
26250;2650005;1239000;17,10;19,80;N0012.0010000;
26250;2650005;1239000;0,00;9,70;N3001.0000000;
26250;2650005;1239000;82,90;60,50;N0008.0010000;
26250;2650005;1239000;0,00;9,90;N0015.0000000;
26258;2654007;1239003;100,00;100,00;N0007.0001200;
26262;2656008;1239004;100,00;100,00;N0007.0001200;
26298;2673996;1239003;1,60;18,90;N0027.0000000;
26298;2673996;1239003;31,80;37,20;N3003.0000000;
26298;2673996;1239003;41,10;9,50;N0014.0000000;
26298;2673996;1239003;25,50;34,40;N0007.0010000;N0009.0010000
26310;2680005;1239000;19,40;36,40;N0012.0010000;
26310;2680005;1239000;80,60;63,60;N0012.0140000;
26334;2692002;1239000;6,30;29,80;N0008.0010000;
26334;2692002;1239000;65,00;31,70;N0008.0040000;
26334;2692002;1239000;28,70;38,50;N0008.0010000;N0012.0050000
26370;2710000;1238999;4,20;21,00;N3002.0000000;
26370;2710000;1238999;95,80;79,00;N0008.0040000;
26382;2716040;1238964;38,00;15,00;N0013.0010000;
26382;2716040;1238964;10,30;12,00;N0012.0010000;
26382;2716040;1238964;28,00;18,40;N0012.0010030;N0017.0000000
26382;2716040;1238964;21,30;15,30;N0013.0010000;
26382;2716040;1238964;1,60;7,00;N0012.0010000;
26382;2716040;1238964;0,00;12,00;N0012.0010030;N0017.0000000
26382;2716040;1238964;0,00;1,10;N0017.0000000;
26382;2716040;1238964;0,80;19,20;N0012.0010030;N0017.0000000
26390;2720000;1239004;41,50;47,40;N3005.0000000;
26390;2720000;1239004;0,00;0,60;N0018.0140000;
26390;2720000;1239004;0,00;13,00;N0024.1000000;
26390;2720000;1239004;58,50;38,90;N0013.0090000;
26394;2722001;1239000;9,80;19,30;N3005.0000000;
26394;2722001;1239000;0,00;0,60;N3005.0000000;
26394;2722001;1239000;90,20;80,10;N0020.0000000;
26402;2726002;1239005;18,10;13,20;N0008.0001200;
26402;2726002;1239005;81,90;62,40;N0008.0010000;
26402;2726002;1239005;0,00;24,40;N0008.0010000;
26418;2734000;1239001;25,00;28,60;N0020.0000000;
26418;2734000;1239001;48,40;38,60;N0020.0000000;N0018.0000000
26418;2734000;1239001;26,60;32,80;N3003.0000000;
26422;2736005;1239000;81,20;49,30;N0046.0000000;
26422;2736005;1239000;0,00;13,20;N0046.0000000;N0049.0000000
26422;2736005;1239000;18,80;37,50;N0046.0000000;N0049.0000000
26426;2738004;1239001;20,40;17,90;N0020.0000000;
26426;2738004;1239001;12,40;26,00;N0018.0000700;
26426;2738004;1239001;67,20;49,60;N0019.0000000;
26426;2738004;1239001;0,00;6,50;N0020.0000000;
26430;2740001;1239000;100,00;100,00;N0020.0000000;
26438;2743998;1238998;76,30;35,30;N0018.1000000;
26438;2743998;1238998;16,50;32,40;N0018.0000700;
26438;2743998;1238998;7,20;29,30;N3011.0000000;
26438;2743998;1238998;0,00;3,00;N0018.0140000;
26442;2746026;1239020;100,00;100,00;N0020.0000030;N0019.0010000
26450;2750001;1239000;100,00;100,00;N0018.0000700;
26454;2752001;1239002;97,20;70,80;N0018.0000700;N0020.0000000
26454;2752001;1239002;2,80;29,20;N3005.0000000;
26458;2754001;1238998;0,00;19,80;N3005.0000000;
26458;2754001;1238998;0,20;18,10;N3005.0000000;
26458;2754001;1238998;11,70;12,00;N0018.0000700;
26458;2754001;1238998;15,00;16,40;N0018.0000700;
26458;2754001;1238998;73,00;27,10;N0020.0000000;N0018.0000700
26458;2754001;1238998;0,00;6,60;N3005.0000000;
26462;2755997;1238988;100,00;100,00;N0018.0000700;N0022.0000000
26858;2565002;1238005;100,00;90,50;N0013.0010000;
26858;2565002;1238005;0,00;9,50;N0022.0000000;
26862;2567000;1238006;100,00;100,00;N0012.0010000;
26874;2573007;1238003;100,00;100,00;N0020.0000000;N0018.0000700
26890;2581004;1238007;0,00;5,80;N3005.0000000;
26890;2581004;1238007;0,10;18,90;N0012.0010000;N0018.0000700
26890;2581004;1238007;71,60;29,80;N0012.0050000;
26890;2581004;1238007;28,30;45,40;N0013.0010000;
26894;2583007;1238002;89,90;78,20;N0012.0010000;
26894;2583007;1238002;10,10;6,00;N0012.0001200;
26894;2583007;1238002;0,00;5,00;N0008.0001200;
26894;2583007;1238002;0,00;10,80;N0026.0000000;
26898;2585002;1238002;60,60;28,30;N3008.0000000;
26898;2585002;1238002;2,80;27,30;N0018.0000700;N0012.0010000
26898;2585002;1238002;36,60;44,40;N0018.0000700;N0012.0010000
26902;2586997;1237994;48,00;25,20;N0026.0000000;
26902;2586997;1237994;33,80;44,30;N0012.0010000;
26902;2586997;1237994;18,20;30,40;N0012.0050000;N0012.0010000
26906;2588993;1238001;100,00;100,00;N0012.0010000;N0018.0000700
26918;2595003;1237995;80,70;77,30;N0013.0050000;
26918;2595003;1237995;19,30;22,70;N0013.0050000;N0012.0050000
26930;2601000;1238000;74,90;50,30;N0013.0050000;
