profile;id;x;y;w;h;r;ox;oy;z;f
bl;7;346;13;529;74;;;;1;38
bl;7;244;100;246;82;;;;1;41
bl;7;20;197;128;67;;;;1;2
bl;7;17;58;213;124;;;;1;41*,68
bl;8;55;866;128;115;;;;1;45
bl;8;444;941;341;57;;;;1;44
bl;8;467;869;128;62;;;;2;30
bl;8;441;866;450;71;;;;1;27
bl;8;441;781;450;79;;;;1;26
bl;8;725;579;159;163;;;;1;11
bl;8;865;420;128;155;;;;1;13a
bl;8;728;436;128;115;2;;;1;9a,9aFe
bl;8;434;579;159;163;;;;1;7S
bl;8;262;585;129;117;;;;2;7b
bl;8;41;499;126;212;;;;2;7*
bl;8;137;537;149;187;;;;1;4
bl;8;432;433;129;116;;;;1;7a
bl;8;254;349;129;200;2;;;1;6,6Fe
bl;8;117;320;97;172;;;;1;3
bl;8;40;271;105;208;;;;2;1
bl;8;25;204;128;66;;;;1;2
bl;8;727;313;129;116;;;;1;10a
bl;8;860;257;129;115;;;;1;13e
bl;8;725;194;128;116;2;;;1;14,14G
bl;8;747;57;113;87;;;;2;65
bl;8;823;105;129;78;;;;1;25e
bl;8;434;194;128;116;;;;1;15
bl;8;520;100;216;82;;;;1;40*
bl;8;16;61;213;124;;;;1;41*,68
bl;9;47;864;129;116;;;;1;45
bl;9;444;941;341;55;;;;1;44
bl;9;467;872;128;59;;;;2;30
bl;9;441;866;450;71;;;;1;27
bl;9;445;791;129;59;;;;2;29
bl;9;441;781;450;79;;;;1;26,26Fe
bl;9;50;678;129;116;;;;1;46t
bl;9;40;503;145;158;;;;1;8*
bl;9;255;589;129;117;;;;1;8b
bl;9;434;579;159;163;2;;;1;8S,8SFe
bl;9;725;579;159;163;2;;;1;12S,12SFe
bl;9;865;416;128;157;2;;;1;13a,13aFe
bl;9;728;439;129;110;3;;;1;12a,12aFe,12aG
bl;9;432;433;129;116;2;;;1;8a,8aFe
bl;9;254;349;129;200;2;;;1;8d,8dFe
bl;9;34;283;155;199;;;;1;1
bl;9;20;201;128;66;;;;1;2
bl;9;12;62;215;125;;;;1;68,41*
bl;9;727;313;129;116;;;;1;12e
bl;9;860;257;129;115;;;;1;13e
bl;9;725;216;128;93;;;;1;14,14G
bl;9;435;194;128;116;;;;1;15
bl;9;519;97;207;84;;;;2;39,39*,40*
bl;9;723;149;129;63;;;;1;16
bl;9;725;42;128;95;;;;1;65
